Gene1,Gene2,EdgeWeight
AMH,CBX2,0.03507195780486142
AMH,CTNNB1,0.03262375652863111
AMH,DHH,0.6428729107405282
AMH,DKK1,0.1976096154765566
AMH,DMRT1,0.1328287326582616
AMH,FGF9,0.5982677092984819
AMH,FOXL2,0.06758737144733001
AMH,GATA4,0.11055186333610624
AMH,NR0B1,0.19130796036061118
AMH,NR5A1,0.0741591097604356
AMH,PGD2,0.4908784345736891
AMH,RSPO1,0.04601974099988409
AMH,SOX9,0.18618082852024762
AMH,SRY,0.06691985198088865
AMH,UGR,0.051106226437364094
AMH,WNT4,0.06816226184999515
AMH,WT1mKTS,0.06999881429848981
AMH,WT1pKTS,0.029538329912648216
CBX2,AMH,0.05320288894410718
CBX2,CTNNB1,0.36116271256832133
CBX2,DHH,0.07474231099360865
CBX2,DKK1,0.676700722996168
CBX2,DMRT1,0.5334729898810295
CBX2,FGF9,0.0701160127838501
CBX2,FOXL2,0.07537336587101397
CBX2,GATA4,0.08045425161518607
CBX2,NR0B1,0.03412242338870737
CBX2,NR5A1,0.33549595436790897
CBX2,PGD2,0.055889412993835014
CBX2,RSPO1,0.3183211638948301
CBX2,SOX9,0.10880898953212181
CBX2,SRY,0.06624246878678708
CBX2,UGR,0.18182255285807458
CBX2,WNT4,0.028314652884009694
CBX2,WT1mKTS,0.057056864066125076
CBX2,WT1pKTS,0.05113726584684951
CTNNB1,AMH,0.04461860158975518
CTNNB1,CBX2,0.6263186619970877
CTNNB1,DHH,0.04809375665208701
CTNNB1,DKK1,0.09991169997356195
CTNNB1,DMRT1,0.09868491042761718
CTNNB1,FGF9,0.06364993822087786
CTNNB1,FOXL2,0.24332034695037097
CTNNB1,GATA4,0.0640997995330612
CTNNB1,NR0B1,0.1118068368081912
CTNNB1,NR5A1,0.35351236263100927
CTNNB1,PGD2,0.035294675673596315
CTNNB1,RSPO1,0.5830133685152492
CTNNB1,SOX9,0.08541567951203896
CTNNB1,SRY,0.09800188216579575
CTNNB1,UGR,0.14935638365849865
CTNNB1,WNT4,0.3491884079814497
CTNNB1,WT1mKTS,0.07490740691026074
CTNNB1,WT1pKTS,0.21877162425324326
DHH,AMH,0.7347816169146396
DHH,CBX2,0.07523289548536789
DHH,CTNNB1,0.04067101207531608
DHH,DKK1,0.12521452625753923
DHH,DMRT1,0.12527762064067544
DHH,FGF9,0.8849626528047985
DHH,FOXL2,0.02864191738822343
DHH,GATA4,0.10251879701133598
DHH,NR0B1,0.17529870311182816
DHH,NR5A1,0.050989201630137676
DHH,PGD2,0.5607506783105708
DHH,RSPO1,0.047099544022977335
DHH,SOX9,0.2797068462280576
DHH,SRY,0.07510948162424513
DHH,UGR,0.035148318712797604
DHH,WNT4,0.1066904949703353
DHH,WT1mKTS,0.04785396367695208
DHH,WT1pKTS,0.030982849485136958
DKK1,AMH,0.14182387419167797
