Gene1,Gene2,EdgeWeight
SRY,AMH,0.04112909448174409
PGD2,AMH,0.3384333815623571
DKK1,AMH,0.060818396047324384
UGR,AMH,0.015764238172485776
SOX9,AMH,0.09792655419446078
CBX2,AMH,0.029952392960113823
DHH,AMH,0.3136478035175928
DMRT1,AMH,0.05547973399054702
WT1pKTS,AMH,0.02245237033230958
NR5A1,AMH,0.051795126709354655
FGF9,AMH,0.7020853898300203
CTNNB1,AMH,0.024154926365094247
NR0B1,AMH,0.13112392027529013
FOXL2,AMH,0.021462552839181488
RSPO1,AMH,0.03969987772104946
GATA4,AMH,0.005521319364590723
WNT4,AMH,0.059336720792806205
WT1mKTS,AMH,0.001465600747591236
AMH,SRY,0.04279765387557462
PGD2,SRY,0.05827476871340074
DKK1,SRY,0.3453797247923834
UGR,SRY,0.16317720622838688
SOX9,SRY,0.09738316602487515
CBX2,SRY,0.047129091386885376
DHH,SRY,0.0550699410601171
DMRT1,SRY,0.6084195581885887
WT1pKTS,SRY,0.13696996465439903
NR5A1,SRY,0.05544372447495721
FGF9,SRY,0.04997078010396126
CTNNB1,SRY,0.10524577517907752
NR0B1,SRY,0.029745177153593864
FOXL2,SRY,0.11663487378183165
RSPO1,SRY,0.03829137715228654
GATA4,SRY,0.04437993892360403
WNT4,SRY,0.04582055375121627
WT1mKTS,SRY,0.06138155563784431
AMH,PGD2,0.2616397147249752
SRY,PGD2,0.05569404882383235
DKK1,PGD2,0.06987423866849789
UGR,PGD2,0.020170866542380587
SOX9,PGD2,0.11435132285328287
CBX2,PGD2,0.03536794505977039
DHH,PGD2,0.4080465538087822
DMRT1,PGD2,0.06645275465332964
WT1pKTS,PGD2,0.01427371913479056
NR5A1,PGD2,0.033735074823373734
FGF9,PGD2,0.7180588101507039
CTNNB1,PGD2,0.03342592659423135
NR0B1,PGD2,0.09832238697577385
FOXL2,PGD2,0.030129111311053034
RSPO1,PGD2,0.04592967275422528
GATA4,PGD2,0.005217139558445764
WNT4,PGD2,0.06561873565258407
WT1mKTS,PGD2,0.045914944876104424
AMH,DKK1,0.06463120967563372
SRY,DKK1,0.19160693608593776
PGD2,DKK1,0.07925429061237753
UGR,DKK1,0.057887000650300856
SOX9,DKK1,0.17821915605093464
CBX2,DKK1,0.07377951114311658
DHH,DKK1,0.06806025368700934
DMRT1,DKK1,0.9789907088667191
WT1pKTS,DKK1,0.05759101512601222
NR5A1,DKK1,0.013311325959585379
FGF9,DKK1,0.0737935426903993
CTNNB1,DKK1,0.08648369168525356
NR0B1,DKK1,0.013193367618521235
FOXL2,DKK1,0.04817511497503585
RSPO1,DKK1,0.028673163293274094
GATA4,DKK1,0.03813499589653459
WNT4,DKK1,0.05604978991873679
WT1mKTS,DKK1,0.04083001030536216
AMH,UGR,0.019541331714332213
SRY,UGR,0.3995181304786797
PGD2,UGR,0.022926277154290534
DKK1,UGR,0.06790547444776834
SOX9,UGR,0.040146083222808514
CBX2,UGR,0.581948725750314
DHH,UGR,0.016031024195817
DMRT1,UGR,0.0704500269966319
WT1pKTS,UGR,0.00967886446978539
NR5A1,UGR,0.03591650551085658
FGF9,UGR,0.02996174848929937
CTNNB1,UGR,0.05855032541524428
NR0B1,UGR,0.14699613328213484
FOXL2,UGR,0.012882802056780565
RSPO1,UGR,0.06981794313543245
GATA4,UGR,0.08495007426842441
WNT4,UGR,0.14517523831635842
WT1mKTS,UGR,0.06866645099645545
AMH,SOX9,0.1521516505931806
SRY,SOX9,0.07756377548600493
PGD2,SOX9,0.4584781361507341
DKK1,SOX9,0.14971950859286484
UGR,SOX9,0.03754698413426473
CBX2,SOX9,0.05159572720321579
DHH,SOX9,0.3521739334854325
DMRT1,SOX9,0.13883885322131484
WT1pKTS,SOX9,0.03889964774083747
NR5A1,SOX9,0.16604412654894923
FGF9,SOX9,0.2481889612626831
CTNNB1,SOX9,0.04895342301033958
NR0B1,SOX9,0.04068760514708288
FOXL2,SOX9,0.03629808103220481
RSPO1,SOX9,0.07409148412113087
GATA4,SOX9,0.04651730619843812
WNT4,SOX9,0.09209099828882841
WT1mKTS,SOX9,0.015554886959498082
AMH,CBX2,0.03576931919445287
SRY,CBX2,0.11534981241952974
PGD2,CBX2,0.04243424339424223
DKK1,CBX2,0.1308811454451896
UGR,CBX2,0.6543642098018568
SOX9,CBX2,0.06904397375093356
DHH,CBX2,0.052815685757187224
DMRT1,CBX2,0.13243161322273894
WT1pKTS,CBX2,0.05220575347173882
NR5A1,CBX2,0.18590808854596497
FGF9,CBX2,0.05637428243121048
CTNNB1,CBX2,0.06631427565455515
NR0B1,CBX2,0.018013847157807978
FOXL2,CBX2,0.058609148943476824
RSPO1,CBX2,0.07724413356503387
GATA4,CBX2,0.060161350114242555
WNT4,CBX2,0.021086472924800006
WT1mKTS,CBX2,0.04256359779378992
AMH,DHH,0.2609475855029886
SRY,DHH,0.0522456067200087
PGD2,DHH,0.4918198551314209
DKK1,DHH,0.06345847996626319
UGR,DHH,0.01187815120036779
SOX9,DHH,0.10930747562350573
CBX2,DHH,0.04600426322563027
DMRT1,DHH,0.05630443866459891
WT1pKTS,DHH,0.028372148213309197
NR5A1,DHH,0.04455552339573555
FGF9,DHH,0.6396200718850259
CTNNB1,DHH,0.027042958344093777
NR0B1,DHH,0.10294211273102452
FOXL2,DHH,0.022458022708406435
RSPO1,DHH,0.04265840791161954
GATA4,DHH,0.031040297206095677
WNT4,DHH,0.06821239577467321
WT1mKTS,DHH,0.017748578488802604
AMH,DMRT1,0.05497209929261314
SRY,DMRT1,0.18037077583871283
PGD2,DMRT1,0.07447884036673118
DKK1,DMRT1,0.9984359785544346
UGR,DMRT1,0.06219491283282309
SOX9,DMRT1,0.19112132522913777
CBX2,DMRT1,0.07759904252031859
DHH,DMRT1,0.06358969881632039
WT1pKTS,DMRT1,0.047518765086299077
NR5A1,DMRT1,0.016402814048560733
FGF9,DMRT1,0.06702648019240406
CTNNB1,DMRT1,0.08962016891360287
NR0B1,DMRT1,0.016627459431134792
FOXL2,DMRT1,0.05367891886847258
RSPO1,DMRT1,0.026151492825249107
GATA4,DMRT1,0.05010723559680281
WNT4,DMRT1,0.07064998369161841
WT1mKTS,DMRT1,0.055075396680791866
AMH,WT1pKTS,0.023674696487273047
SRY,WT1pKTS,0.12150971161169197
PGD2,WT1pKTS,0.018472251223289948
DKK1,WT1pKTS,0.06443948615357917
UGR,WT1pKTS,0.010687121916565671
SOX9,WT1pKTS,0.04271264288559502
CBX2,WT1pKTS,0.03453274559201976
DHH,WT1pKTS,0.03294717567395311
DMRT1,WT1pKTS,0.05241623631520827
NR5A1,WT1pKTS,0.11611019344703052
FGF9,WT1pKTS,0.030578940689450232
CTNNB1,WT1pKTS,0.2159424824621498
NR0B1,WT1pKTS,0.0441134239061736
FOXL2,WT1pKTS,0.9379905254066125
RSPO1,WT1pKTS,0.10465354854593428
GATA4,WT1pKTS,0.03619200918622004
WNT4,WT1pKTS,0.05039861188327041
WT1mKTS,WT1pKTS,0.08084660176622352
AMH,NR5A1,0.05898884930631327
SRY,NR5A1,0.04180554876403086
PGD2,NR5A1,0.044155896710493324
DKK1,NR5A1,0.03363652400677984
UGR,NR5A1,0.033622390074267684
SOX9,NR5A1,0.14113848326316797
CBX2,NR5A1,0.11668814797799185
DHH,NR5A1,0.051856711182471246
DMRT1,NR5A1,0.04841478059800422
WT1pKTS,NR5A1,0.12038638702507176
FGF9,NR5A1,0.048237771098822935
CTNNB1,NR5A1,0.17760154817318513
NR0B1,NR5A1,0.10128740416360926
FOXL2,NR5A1,0.1477766697355996
RSPO1,NR5A1,0.7429997698105537
GATA4,NR5A1,0.06464128459390822
WNT4,NR5A1,0.0660523431773432
WT1mKTS,NR5A1,0.009182445945606028
AMH,FGF9,0.2767027575971309
SRY,FGF9,0.04579005230064322
PGD2,FGF9,0.7179058391765785
DKK1,FGF9,0.06676843793876923
UGR,FGF9,0.024256581347598165
SOX9,FGF9,0.11608057806029766
CBX2,FGF9,0.04956383563671311
DHH,FGF9,0.39048800050631055
DMRT1,FGF9,0.06045590306857601
WT1pKTS,FGF9,0.022463065178076856
NR5A1,FGF9,0.03522733173427558
CTNNB1,FGF9,0.03750435850473452
NR0B1,FGF9,0.09194345475646695
FOXL2,FGF9,0.011265419353454592
RSPO1,FGF9,0.0519873142251021
GATA4,FGF9,0.004631293659070413
WNT4,FGF9,0.071433723150242
WT1mKTS,FGF9,0.034571925852482914
AMH,CTNNB1,0.025122533117656897
SRY,CTNNB1,0.08795754561384247
PGD2,CTNNB1,0.03334722818838565
DKK1,CTNNB1,0.11882563485746683
UGR,CTNNB1,0.033951347977431955
SOX9,CTNNB1,0.04739725026837936
CBX2,CTNNB1,0.024273354060518264
DHH,CTNNB1,0.0278943544739701
DMRT1,CTNNB1,0.13010795941749734
WT1pKTS,CTNNB1,0.18358939203175917
NR5A1,CTNNB1,0.10891577108779575
FGF9,CTNNB1,0.0372472275198473
NR0B1,CTNNB1,0.050907015465890805
FOXL2,CTNNB1,0.7262834551230658
RSPO1,CTNNB1,0.3445404498358927
GATA4,CTNNB1,0.005487447659101961
WNT4,CTNNB1,0.10679673017230346
WT1mKTS,CTNNB1,0.02434776252707679
AMH,NR0B1,0.4385141052046249
SRY,NR0B1,0.06151804770055895
PGD2,NR0B1,0.17140876499433427
DKK1,NR0B1,0.019963165604448496
UGR,NR0B1,0.31180249899062784
SOX9,NR0B1,0.04542844794883674
CBX2,NR0B1,0.04795662376109812
DHH,NR0B1,0.16917746090184105
DMRT1,NR0B1,0.024375010267512265
WT1pKTS,NR0B1,0.04462252245494338
NR5A1,NR0B1,0.07723085735541364
FGF9,NR0B1,0.16470801840493635
CTNNB1,NR0B1,0.05484755468819768
FOXL2,NR0B1,0.04746752695354547
RSPO1,NR0B1,0.08919613743512161
GATA4,NR0B1,0.029475933996826086
WNT4,NR0B1,0.19216748453510685
WT1mKTS,NR0B1,0.00635221962084876
AMH,FOXL2,0.020969730363403487
SRY,FOXL2,0.10797821084899983
PGD2,FOXL2,0.030766252516546355
DKK1,FOXL2,0.04980433930512995
UGR,FOXL2,0.0111593439276873
SOX9,FOXL2,0.036336495845631755
CBX2,FOXL2,0.046359650724656025
DHH,FOXL2,0.022743970671323797
DMRT1,FOXL2,0.057596319296221554
WT1pKTS,FOXL2,0.9386344199225933
NR5A1,FOXL2,0.1210082196391114
FGF9,FOXL2,0.011579389926988332
CTNNB1,FOXL2,0.2696458418136404
NR0B1,FOXL2,0.043946957133986005
RSPO1,FOXL2,0.12927996010924955
GATA4,FOXL2,0.006623850924492311
WNT4,FOXL2,0.057197730100312205
WT1mKTS,FOXL2,0.0016908423102714283
AMH,RSPO1,0.04036209460564006
SRY,RSPO1,0.03640629632702932
PGD2,RSPO1,0.04691341921088458
DKK1,RSPO1,0.037117476787572184
UGR,RSPO1,0.044192258524903105
SOX9,RSPO1,0.05836504891990108
CBX2,RSPO1,0.024600391628147845
DHH,RSPO1,0.04344911549501139
DMRT1,RSPO1,0.03768245772887838
WT1pKTS,RSPO1,0.09283738381969989
NR5A1,RSPO1,0.2887409624264553
FGF9,RSPO1,0.052925354013570756
CTNNB1,RSPO1,0.7919793936556891
NR0B1,RSPO1,0.07264222624694981
FOXL2,RSPO1,0.13103939052818028
GATA4,RSPO1,0.006123737408542072
WNT4,RSPO1,0.24098757457583464
WT1mKTS,RSPO1,0.0027723164438290125
AMH,GATA4,0.06261975987375737
SRY,GATA4,0.09823568738505087
PGD2,GATA4,0.06090816985677065
DKK1,GATA4,0.0902252931094287
UGR,GATA4,0.14352098471905175
SOX9,GATA4,0.09716494599605452
CBX2,GATA4,0.11489885190305715
DHH,GATA4,0.08837827567192665
DMRT1,GATA4,0.10420071398892783
WT1pKTS,GATA4,0.09191415404524986
NR5A1,GATA4,0.11851327166678027
FGF9,GATA4,0.05789758197582656
CTNNB1,GATA4,0.06679748867066182
NR0B1,GATA4,0.08534665191227866
FOXL2,GATA4,0.06535595759063789
RSPO1,GATA4,0.05980972014391432
WNT4,GATA4,0.07386509988717906
WT1mKTS,GATA4,0.23691514284230758
AMH,WNT4,0.06336971266160502
SRY,WNT4,0.067889276050879
PGD2,WNT4,0.0734642964516038
DKK1,WNT4,0.09886640357076057
UGR,WNT4,0.07921465406926265
SOX9,WNT4,0.14932529317011764
CBX2,WNT4,0.026280488160805995
DHH,WNT4,0.07406731702738396
DMRT1,WNT4,0.1136624638605801
WT1pKTS,WNT4,0.04911614104925952
NR5A1,WNT4,0.05936552367532733
FGF9,WNT4,0.07734121418305057
CTNNB1,WNT4,0.20616806541699628
NR0B1,WNT4,0.1645468095708692
FOXL2,WNT4,0.05774357173595738
RSPO1,WNT4,0.7173021196902922
GATA4,WNT4,0.009043396357148487
WT1mKTS,WNT4,0.03232787752709032
AMH,WT1mKTS,0.05203257189309511
SRY,WT1mKTS,0.11255837108744579
PGD2,WT1mKTS,0.09986559338208761
DKK1,WT1mKTS,0.10229918911303379
UGR,WT1mKTS,0.1192628343112635
SOX9,WT1mKTS,0.071888256463122
CBX2,WT1mKTS,0.09353784496740053
DHH,WT1mKTS,0.08016310232259632
DMRT1,WT1mKTS,0.11673418242841248
WT1pKTS,WT1mKTS,0.1483701690308964
NR5A1,WT1mKTS,0.06377983833037584
FGF9,WT1mKTS,0.08740679575277141
CTNNB1,WT1mKTS,0.07872789338194143
NR0B1,WT1mKTS,0.059790562415346304
FOXL2,WT1mKTS,0.05576891752886465
RSPO1,WT1mKTS,0.05397627464936714
GATA4,WT1mKTS,0.2339349987854913
WNT4,WT1mKTS,0.0912032041285234
