Gene1,Gene2,EdgeWeight
SRY,AMH,0.042214016141776486
PGD2,AMH,0.33941499765281785
DKK1,AMH,0.059849989203413036
UGR,AMH,0.007999950601592627
SOX9,AMH,0.09794366398842609
CBX2,AMH,0.035673346679873943
DHH,AMH,0.3148331933318399
DMRT1,AMH,0.055801443768994916
WT1pKTS,AMH,0.012631376710707786
NR5A1,AMH,0.05043687108183751
FGF9,AMH,0.7028688689683396
CTNNB1,AMH,0.02106937779334493
NR0B1,AMH,0.13030861780169367
FOXL2,AMH,0.018157456064291474
RSPO1,AMH,0.034138442449617785
GATA4,AMH,0.001248868876186986
WNT4,AMH,0.06134661908408059
WT1mKTS,AMH,0.0013164365206900517
AMH,SRY,0.04388257553560702
PGD2,SRY,0.04885743655984206
DKK1,SRY,0.3465534750838324
UGR,SRY,0.15980234858554326
SOX9,SRY,0.10001323983462426
CBX2,SRY,0.04488928938298232
DHH,SRY,0.05726232592650799
DMRT1,SRY,0.6097912715146825
WT1pKTS,SRY,0.13409827761707963
NR5A1,SRY,0.052527420632735196
FGF9,SRY,0.04822276683465823
CTNNB1,SRY,0.10448474702436873
NR0B1,SRY,0.025845402454357402
FOXL2,SRY,0.12001927252284667
RSPO1,SRY,0.0328162880479563
GATA4,SRY,0.04226581589393818
WNT4,SRY,0.04273500517946695
WT1mKTS,SRY,0.06636153170627314
AMH,PGD2,0.262621330815436
SRY,PGD2,0.04958254172303344
DKK1,PGD2,0.07262780143063423
UGR,PGD2,0.016818986502639383
SOX9,PGD2,0.11514717909079401
CBX2,PGD2,0.028817942100162627
DHH,PGD2,0.4094182671348759
DMRT1,PGD2,0.06590599263327063
WT1pKTS,PGD2,0.01683369461510037
NR5A1,PGD2,0.029550458277819158
FGF9,PGD2,0.7192325604421529
CTNNB1,PGD2,0.030898821761937877
NR0B1,PGD2,0.09707109100810558
FOXL2,PGD2,0.027428902140079023
RSPO1,PGD2,0.05081927126663171
GATA4,PGD2,0.0009092050254306773
WNT4,PGD2,0.06331086547790211
WT1mKTS,PGD2,0.04284945325490992
AMH,DKK1,0.06366280283172238
SRY,DKK1,0.19278068637738677
PGD2,DKK1,0.08200785337451387
UGR,DKK1,0.056800028599123045
SOX9,DKK1,0.17862557839958726
CBX2,DKK1,0.07304323760911767
DHH,DKK1,0.06728264821281009
DMRT1,DKK1,0.9805547303112977
WT1pKTS,DKK1,0.05267155214967361
NR5A1,DKK1,0.00941155126034892
FGF9,DKK1,0.07321505349422541
CTNNB1,DKK1,0.08632452367759653
NR0B1,DKK1,0.009344735485072473
FOXL2,DKK1,0.04871154636554099
RSPO1,DKK1,0.028947322783699898
GATA4,DKK1,0.002487244827232009
WNT4,DKK1,0.05430177664943376
WT1mKTS,DKK1,0.0027401332317682162
AMH,UGR,0.011777044143439065
SRY,UGR,0.401776188549535
PGD2,UGR,0.01957439711454933
DKK1,UGR,0.06681850239659053
SOX9,UGR,0.03784492840605993
CBX2,UGR,0.5835127471948927
DHH,UGR,0.016342316427218007
DMRT1,UGR,0.07109456555705743
WT1pKTS,UGR,0.0038247971728356763
NR5A1,UGR,0.045299638527092456
FGF9,UGR,0.026867825834231335
CTNNB1,UGR,0.05147832739427695
NR0B1,UGR,0.1411618520774871
FOXL2,UGR,0.008802814426657288
RSPO1,UGR,0.058987207383857446
GATA4,UGR,0.08674002779057842
WNT4,UGR,0.1494489819524612
WT1mKTS,UGR,0.06587581760619465
AMH,SOX9,0.15216876038714588
SRY,SOX9,0.08019384929575404
PGD2,SOX9,0.45927399238824523
DKK1,SOX9,0.15012593094151747
UGR,SOX9,0.035245829317516145
CBX2,SOX9,0.04115013181657991
DHH,SOX9,0.3525671414706222
DMRT1,SOX9,0.14002424303556193
WT1pKTS,SOX9,0.03666004956708399
NR5A1,SOX9,0.1669709864538504
FGF9,SOX9,0.24878050290907747
CTNNB1,SOX9,0.04720540974103655
NR0B1,SOX9,0.040232394409386946
FOXL2,SOX9,0.03392775198511117
RSPO1,SOX9,0.07261256709001344
GATA4,SOX9,0.03361346474361842
WNT4,SOX9,0.0894193723113979
WT1mKTS,SOX9,0.034469811091754114
AMH,CBX2,0.04149027291421299
SRY,CBX2,0.10989948317386408
PGD2,CBX2,0.03588424043463448
DKK1,CBX2,0.1301448719111907
UGR,CBX2,0.6559282312464354
SOX9,CBX2,0.05859837836429768
DHH,CBX2,0.05962702724146587
DMRT1,CBX2,0.13195548432553494
WT1pKTS,CBX2,0.04811972282116682
NR5A1,CBX2,0.18786718018562998
FGF9,CBX2,0.054870780504419694
CTNNB1,CBX2,0.06725458212053562
NR0B1,CBX2,0.013933859527684701
FOXL2,CBX2,0.05897090900761601
RSPO1,CBX2,0.0736397703589905
GATA4,CBX2,0.0575996203883453
WNT4,CBX2,0.0167964270724339
WT1mKTS,CBX2,0.04807612943139297
AMH,DHH,0.2621329753172357
SRY,DHH,0.05443799158639959
PGD2,DHH,0.49319156845751466
DKK1,DHH,0.06268087449206394
UGR,DHH,0.012189443431768796
SOX9,DHH,0.1097006836086954
CBX2,DHH,0.05281560470990891
DMRT1,DHH,0.051894388544918665
WT1pKTS,DHH,0.02390343753880895
NR5A1,DHH,0.04262933332233813
FGF9,DHH,0.6411840933296045
CTNNB1,DHH,0.02412665450187176
NR0B1,DHH,0.10355917748681137
FOXL2,DHH,0.011377813508352893
RSPO1,DHH,0.04070998897803133
GATA4,DHH,0.027127103680419092
WNT4,DHH,0.06782506145360359
WT1mKTS,DHH,0.02343995213162936
AMH,DMRT1,0.05841813474147671
SRY,DMRT1,0.18174248916480656
PGD2,DMRT1,0.07393207834667216
DKK1,DMRT1,0.9999999999990131
UGR,DMRT1,0.05991134979288137
SOX9,DMRT1,0.19230671504338487
CBX2,DMRT1,0.07712291362311459
DHH,DMRT1,0.05917964869664014
WT1pKTS,DMRT1,0.05620509190669583
NR5A1,DMRT1,0.01270961404351582
FGF9,DMRT1,0.0695897532519815
CTNNB1,DMRT1,0.08963727870756819
NR0B1,DMRT1,0.017322909903282963
FOXL2,DMRT1,0.045789638891318964
RSPO1,DMRT1,0.023065944253499792
GATA4,DMRT1,0.050290936079153886
WNT4,DMRT1,0.063268752191273
WT1mKTS,DMRT1,0.05810848711670982
AMH,WT1pKTS,0.013667284324465286
SRY,WT1pKTS,0.11863802457437256
PGD2,WT1pKTS,0.02422728913600946
DKK1,WT1pKTS,0.05952002317724056
UGR,WT1pKTS,0.007961097508783169
SOX9,WT1pKTS,0.040473044711841544
CBX2,WT1pKTS,0.024297495240752563
DHH,WT1pKTS,0.031709748233414776
DMRT1,WT1pKTS,0.06110256313560501
NR5A1,WT1pKTS,0.11670173509342488
FGF9,WT1pKTS,0.022212628273378894
CTNNB1,WT1pKTS,0.21673833869966094
NR0B1,WT1pKTS,0.04197577717532484
FOXL2,WT1pKTS,0.9379905254066075
RSPO1,WT1pKTS,0.10299489614512829
GATA4,WT1pKTS,0.052003782620603824
WNT4,WT1pKTS,0.04446124628262994
WT1mKTS,WT1pKTS,0.07078920499693456
AMH,NR5A1,0.057630593678796124
SRY,NR5A1,0.03888924492180884
PGD2,NR5A1,0.04328657449196422
DKK1,NR5A1,0.02973674930754338
UGR,NR5A1,0.04577835724960394
SOX9,NR5A1,0.13878930378504512
CBX2,NR5A1,0.11274045542447617
DHH,NR5A1,0.049930521109073825
DMRT1,NR5A1,0.044721580592959304
WT1pKTS,NR5A1,0.12097792867146612
FGF9,NR5A1,0.044372596884252116
CTNNB1,NR5A1,0.17463135158134246
NR0B1,NR5A1,0.10070891496743538
FOXL2,NR5A1,0.15193444106713908
RSPO1,NR5A1,0.7427106017160212
GATA4,NR5A1,0.06365116376004241
WNT4,NR5A1,0.06689525145477343
WT1mKTS,NR5A1,0.009182445945606028
AMH,FGF9,0.27748623673545025
SRY,FGF9,0.04404203903134019
PGD2,FGF9,0.7190795894680274
DKK1,FGF9,0.06618994874259534
UGR,FGF9,0.021162658692530128
SOX9,FGF9,0.11667211970669202
CBX2,FGF9,0.048060333709922326
DHH,FGF9,0.3920520219508892
DMRT1,FGF9,0.06301917612815344
WT1pKTS,FGF9,0.0171784542372261
NR5A1,FGF9,0.03446445519631176
CTNNB1,FGF9,0.03516566841801667
NR0B1,FGF9,0.0921449495432201
FOXL2,FGF9,0.007365644654218133
RSPO1,FGF9,0.047224875158472214
GATA4,FGF9,0.00032335912605532645
WNT4,FGF9,0.07124520489928429
WT1mKTS,FGF9,0.02884215129258993
AMH,CTNNB1,0.022036984545907582
SRY,CTNNB1,0.0871965174591337
PGD2,CTNNB1,0.030820123356092168
DKK1,CTNNB1,0.1186664668498098
UGR,CTNNB1,0.026879349956464623
SOX9,CTNNB1,0.04564923699907633
CBX2,CTNNB1,0.025213660526498736
DHH,CTNNB1,0.024978050631748083
DMRT1,CTNNB1,0.13012506921146266
WT1pKTS,CTNNB1,0.18438524826927033
NR5A1,CTNNB1,0.10594557449595308
FGF9,CTNNB1,0.034908537433129445
NR0B1,CTNNB1,0.049368829232206195
FOXL2,CTNNB1,0.7274572054145148
RSPO1,CTNNB1,0.3461044712804714
GATA4,CTNNB1,0.0011795131260868748
WNT4,CTNNB1,0.10777834626276422
WT1mKTS,CTNNB1,0.022592047935024707
AMH,NR0B1,0.44099550136973864
SRY,NR0B1,0.05761827300132249
PGD2,NR0B1,0.17347303425419475
DKK1,NR0B1,0.016114533470999733
UGR,NR0B1,0.3028602190622469
SOX9,NR0B1,0.041703708452492355
CBX2,NR0B1,0.043876636130974846
DHH,NR0B1,0.16979452565762793
DMRT1,NR0B1,0.025070460739660436
WT1pKTS,NR0B1,0.042484875724094616
NR5A1,NR0B1,0.07665236815923976
FGF9,NR0B1,0.1649095131916895
CTNNB1,NR0B1,0.05330936845451307
FOXL2,NR0B1,0.047180697252823284
RSPO1,NR0B1,0.08714721388118599
GATA4,NR0B1,0.026305205818324903
WNT4,NR0B1,0.19236897932186
WT1mKTS,NR0B1,0.00635221962084876
AMH,FOXL2,0.017664633588513473
SRY,FOXL2,0.11136260959001484
PGD2,FOXL2,0.028066043345572344
DKK1,FOXL2,0.0535961238047724
UGR,FOXL2,0.007079356297564024
SOX9,FOXL2,0.03396616679853812
CBX2,FOXL2,0.04672141078879521
DHH,FOXL2,0.011663761471270259
DMRT1,FOXL2,0.04970703931906795
WT1pKTS,FOXL2,0.9417624628117556
NR5A1,FOXL2,0.12516599097065087
FGF9,FOXL2,0.0076796152277518745
CTNNB1,FOXL2,0.2708195921050893
NR0B1,FOXL2,0.04033694896753178
RSPO1,FOXL2,0.12967316809443924
GATA4,FOXL2,0.002351400436088575
WNT4,FOXL2,0.0536299395578208
WT1mKTS,FOXL2,0.001541678083370244
AMH,RSPO1,0.03480065933420839
SRY,RSPO1,0.03093120722269908
PGD2,RSPO1,0.05180301772329101
DKK1,RSPO1,0.03739163627799799
UGR,RSPO1,0.0333615227733281
SOX9,RSPO1,0.05688613188878366
CBX2,RSPO1,0.020996028422104462
DHH,RSPO1,0.04150069656142318
DMRT1,RSPO1,0.034596909157129055
WT1pKTS,RSPO1,0.09450190988462592
NR5A1,RSPO1,0.2917735773838289
FGF9,RSPO1,0.04816291494694087
CTNNB1,RSPO1,0.7935434151002677
NR0B1,RSPO1,0.07391648115874622
FOXL2,RSPO1,0.13143259851336997
GATA4,RSPO1,0.0018512869201383355
WNT4,RSPO1,0.24217296439008174
WT1mKTS,RSPO1,0.0026231522169278283
AMH,GATA4,0.05834730938535363
SRY,GATA4,0.09612156435538502
PGD2,GATA4,0.05660023532375556
DKK1,GATA4,0.056937433327886214
UGR,GATA4,0.14030035302235183
SOX9,GATA4,0.08675284539700953
CBX2,GATA4,0.11494716791532177
DHH,GATA4,0.08698752865259073
DMRT1,GATA4,0.1017570188943693
WT1pKTS,GATA4,0.10772592747963365
NR5A1,GATA4,0.11752315083291448
FGF9,GATA4,0.05358964744281147
CTNNB1,GATA4,0.06248955413764674
NR0B1,GATA4,0.08217592373377748
FOXL2,GATA4,0.06108350710223416
RSPO1,GATA4,0.055537269655510584
WNT4,GATA4,0.09352094606559318
WT1mKTS,GATA4,0.2384791642868862
AMH,WNT4,0.06537961095287939
SRY,WNT4,0.06480372747912969
PGD2,WNT4,0.06783324781118981
DKK1,WNT4,0.09711839030145755
UGR,WNT4,0.08060328940263708
SOX9,WNT4,0.14665366719268713
CBX2,WNT4,0.021990442308439887
