Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991971
AMH,CBX2,0.259078109603747
AMH,CTNNB1,0.217632302889868
AMH,DHH,0.44333458847293616
AMH,DKK1,0.26984221616438486
AMH,DMRT1,0.31691053467703933
AMH,FGF9,0.40643826823673385
AMH,FOXL2,0.19974764067908574
AMH,GATA4,0.27978824624415677
AMH,NR0B1,0.39941718245613234
AMH,NR5A1,0.3064207097821706
AMH,PGD2,0.42273136407528616
AMH,RSPO1,0.25867539980823867
AMH,SOX9,0.3316228817987146
AMH,SRY,0.25107157947141523
AMH,UGR,0.3094904181616965
AMH,WNT4,0.2753142164267899
AMH,WT1mKTS,0.24738335545178544
AMH,WT1pKTS,0.2739021809109728
CBX2,AMH,0.2919639140303773
CBX2,CBX2,0.09999999999991971
CBX2,CTNNB1,0.3182935120613887
CBX2,DHH,0.3219020426598824
CBX2,DKK1,0.34692933903966466
CBX2,DMRT1,0.3698160360200483
CBX2,FGF9,0.3332301642937864
CBX2,FOXL2,0.3302202238969673
CBX2,GATA4,0.312668747002308
CBX2,NR0B1,0.2803874879357626
CBX2,NR5A1,0.38566097623049084
CBX2,PGD2,0.3082585622921739
CBX2,RSPO1,0.3204148685898804
CBX2,SOX9,0.29176836293535807
CBX2,SRY,0.2924980618277339
CBX2,UGR,0.4302911332223088
CBX2,WNT4,0.2889012280014672
CBX2,WT1mKTS,0.2728984752439959
CBX2,WT1pKTS,0.367973635900515
CTNNB1,AMH,0.3057267824782957
CTNNB1,CBX2,0.396497762215817
CTNNB1,CTNNB1,0.09999999999991971
CTNNB1,DHH,0.2569937814463071
CTNNB1,DKK1,0.5220363830118377
CTNNB1,DMRT1,0.49104405014560404
CTNNB1,FGF9,0.24851686462531453
CTNNB1,FOXL2,0.5006966195525487
CTNNB1,GATA4,0.26141435815428915
CTNNB1,NR0B1,0.3050395335275288
CTNNB1,NR5A1,0.3830547203836573
CTNNB1,PGD2,0.32185012143807007
CTNNB1,RSPO1,0.5384689850129865
CTNNB1,SOX9,0.35584566312494276
CTNNB1,SRY,0.360441155515181
CTNNB1,UGR,0.35472747511679514
CTNNB1,WNT4,0.353834682037249
CTNNB1,WT1mKTS,0.28776948886893444
