Gene1,Gene2,EdgeWeight
AMH,CBX2,0.030815146307377684
AMH,CTNNB1,0.03262375652863111
AMH,DHH,0.6428729107405282
AMH,DKK1,0.19598690991099682
AMH,DMRT1,0.1296593731116647
AMH,FGF9,0.5982677092984819
AMH,FOXL2,0.06758737144733001
AMH,GATA4,0.10897989873227024
AMH,NR0B1,0.18969683327603332
AMH,NR5A1,0.07715452828778328
AMH,PGD2,0.4908784345736891
AMH,RSPO1,0.04249948837053846
AMH,SOX9,0.18618082852024762
AMH,SRY,0.06691985198088865
AMH,UGR,0.051106226437364094
AMH,WNT4,0.06816226184999515
AMH,WT1mKTS,0.038121645569942575
AMH,WT1pKTS,0.03319328761740621
CBX2,AMH,0.04894607744662344
CBX2,CTNNB1,0.3634183910857276
CBX2,DHH,0.07474231099360865
CBX2,DKK1,0.676700722996168
CBX2,DMRT1,0.5334729898810295
CBX2,FGF9,0.07420612734244428
CBX2,FOXL2,0.08563181096401004
CBX2,GATA4,0.07589009976892998
CBX2,NR0B1,0.0306254513941691
CBX2,NR5A1,0.33549595436790897
CBX2,PGD2,0.04905154388669775
CBX2,RSPO1,0.3183211638948301
CBX2,SOX9,0.10880898953212181
CBX2,SRY,0.06973944078132534
CBX2,UGR,0.18182255285807458
CBX2,WNT4,0.028314652884009694
CBX2,WT1mKTS,0.058286635188378
CBX2,WT1pKTS,0.05113726584684951
CTNNB1,AMH,0.04461860158975518
CTNNB1,CBX2,0.6285743405144941
CTNNB1,DHH,0.05457299856649654
CTNNB1,DKK1,0.09991169997356195
CTNNB1,DMRT1,0.09868491042761718
CTNNB1,FGF9,0.05717069630646834
CTNNB1,FOXL2,0.24332034695037097
CTNNB1,GATA4,0.0618539621055998
CTNNB1,NR0B1,0.1118068368081912
CTNNB1,NR5A1,0.35351236263100927
CTNNB1,PGD2,0.03865510687499206
CTNNB1,RSPO1,0.5830133685152492
CTNNB1,SOX9,0.08541567951203896
CTNNB1,SRY,0.09800188216579575
CTNNB1,UGR,0.14790513529450222
CTNNB1,WNT4,0.3522808696643987
CTNNB1,WT1mKTS,0.0703475676369208
CTNNB1,WT1pKTS,0.21567916257029424
DHH,AMH,0.7347816169146396
DHH,CBX2,0.07523289548536789
DHH,CTNNB1,0.0471502539897256
DHH,DKK1,0.12189971172432626
DHH,DMRT1,0.12182525652627738
DHH,FGF9,0.8849626528047985
DHH,FOXL2,0.02864191738822343
DHH,GATA4,0.10035610708890048
DHH,NR0B1,0.1734126201869505
DHH,NR5A1,0.0545094542594833
DHH,PGD2,0.5607506783105708
DHH,RSPO1,0.047099544022977335
DHH,SOX9,0.2862002028325236
DHH,SRY,0.07510948162424513
DHH,UGR,0.031081819486287722
DHH,WNT4,0.1066904949703353
DHH,WT1mKTS,0.05001665359938756
DHH,WT1pKTS,0.030982849485136958
DKK1,AMH,0.143446508634344
DKK1,CBX2,0.7876539905301826
DKK1,CTNNB1,0.11402164582071811
DKK1,DHH,0.18288842823129128
DKK1,DMRT1,0.6749380379750649
DKK1,FGF9,0.1741032898465636
DKK1,FOXL2,0.06357881184763528
DKK1,GATA4,0.11391746536763941
DKK1,NR0B1,0.049084041832510014
DKK1,NR5A1,0.052174907818019076
DKK1,PGD2,0.1460243554555513
DKK1,RSPO1,0.06198985959291512
DKK1,SOX9,0.15903482022087329
DKK1,SRY,0.18687288564725613
DKK1,UGR,0.2961360424906164
DKK1,WNT4,0.07866275175305272
DKK1,WT1mKTS,0.10790280034581827
DKK1,WT1pKTS,0.09738457668415335
DMRT1,AMH,0.1359168425793491
DMRT1,CBX2,0.5842165512490335
DMRT1,CTNNB1,0.10642272814907298
DMRT1,DHH,0.17519904499226385
DMRT1,DKK1,0.8312622124972875
DMRT1,FGF9,0.21539371850915268
DMRT1,FOXL2,0.09528986642774184
DMRT1,GATA4,0.06392997464104494
DMRT1,NR0B1,0.029938588371720587
DMRT1,NR5A1,0.053766204500400955
DMRT1,PGD2,0.15924762739709086
DMRT1,RSPO1,0.06329850232075532
