Gene1,Gene2,EdgeWeight
AMH,CBX2,0.04107359140037376
AMH,CTNNB1,0.03262375652863111
AMH,DHH,0.6394805607639591
AMH,DKK1,0.19598690991099682
AMH,DMRT1,0.1296593731116647
AMH,FGF9,0.5982677092984819
AMH,FOXL2,0.06758737144733001
AMH,GATA4,0.11055186333610624
AMH,NR0B1,0.19291949342284476
AMH,NR5A1,0.0741591097604356
AMH,PGD2,0.4942707845502582
AMH,RSPO1,0.04601974099988409
AMH,SOX9,0.18618082852024762
AMH,SRY,0.07044010461023427
AMH,UGR,0.051106226437364094
AMH,WNT4,0.06816226184999515
AMH,WT1mKTS,0.05961527401511014
AMH,WT1pKTS,0.030748910963390844
CBX2,AMH,0.05920452253961952
CBX2,CTNNB1,0.3653659594216169
CBX2,DHH,0.07474231099360865
CBX2,DKK1,0.676700722996168
CBX2,DMRT1,0.5334729898810295
CBX2,FGF9,0.07420612734244428
CBX2,FOXL2,0.08146422464933402
CBX2,GATA4,0.07589009976892998
CBX2,NR0B1,0.0306254513941691
CBX2,NR5A1,0.33549595436790897
CBX2,PGD2,0.042960685108377694
CBX2,RSPO1,0.3141179170415345
CBX2,SOX9,0.10880898953212181
CBX2,SRY,0.06973944078132534
CBX2,UGR,0.18182255285807458
CBX2,WNT4,0.028314652884009694
CBX2,WT1mKTS,0.058286635188378
CBX2,WT1pKTS,0.05113726584684951
CTNNB1,AMH,0.04461860158975518
CTNNB1,CBX2,0.6305219088503834
CTNNB1,DHH,0.04809375665208701
CTNNB1,DKK1,0.09991169997356195
CTNNB1,DMRT1,0.09868491042761718
CTNNB1,FGF9,0.060289507019482116
CTNNB1,FOXL2,0.24332034695037097
CTNNB1,GATA4,0.0640997995330612
CTNNB1,NR0B1,0.1118068368081912
CTNNB1,NR5A1,0.35351236263100927
CTNNB1,PGD2,0.04179176623353091
CTNNB1,RSPO1,0.5830133685152492
CTNNB1,SOX9,0.08541567951203896
CTNNB1,SRY,0.09800188216579575
CTNNB1,UGR,0.14935638365849865
CTNNB1,WNT4,0.3491884079814497
CTNNB1,WT1mKTS,0.06579303873773218
CTNNB1,WT1pKTS,0.21877162425324326
DHH,AMH,0.7313892669380705
DHH,CBX2,0.07523289548536789
DHH,CTNNB1,0.04067101207531608
DHH,DKK1,0.12189971172432626
DHH,DMRT1,0.12182525652627738
DHH,FGF9,0.8849626528047985
DHH,FOXL2,0.02864191738822343
DHH,GATA4,0.10251879701133598
DHH,NR0B1,0.17179200582216453
