Gene1,Gene2,EdgeWeight
SRY,AMH,0.03979385079995872
PGD2,AMH,0.3381944046072925
DKK1,AMH,0.05989408240158713
UGR,AMH,0.013913516135268329
SOX9,AMH,0.0973486009423887
CBX2,AMH,0.028406787938580886
DHH,AMH,0.3134804429558763
DMRT1,AMH,0.052856199677438015
WT1pKTS,AMH,0.01914953118530503
NR5A1,AMH,0.05233025906794983
FGF9,AMH,0.7033750892286033
CTNNB1,AMH,0.022486542031845465
NR0B1,AMH,0.12924727934163155
FOXL2,AMH,0.022761755015256423
RSPO1,AMH,0.038364634039264094
GATA4,AMH,0.0034357976647114725
WNT4,AMH,0.06125621695358545
WT1mKTS,AMH,0.0013752419128512674
AMH,SRY,0.041462410193789254
PGD2,SRY,0.05449135459900143
DKK1,SRY,0.3452082735136323
UGR,SRY,0.16242693050659654
SOX9,SRY,0.0967637175693813
CBX2,SRY,0.045192520893533705
DHH,SRY,0.05400861483339439
DMRT1,SRY,0.6083176811331186
WT1pKTS,SRY,0.13652419132964902
NR5A1,SRY,0.05383482130000844
FGF9,SRY,0.04877247332809852
CTNNB1,SRY,0.10439434489387359
NR0B1,SRY,0.02779063257584983
FOXL2,SRY,0.11605193943408218
RSPO1,SRY,0.03681925819498769
GATA4,SRY,0.029527782271502552
WNT4,SRY,0.044152169417967485
WT1mKTS,SRY,0.060449610597750426
AMH,PGD2,0.26140073776991063
SRY,PGD2,0.051910634709433044
DKK1,PGD2,0.06915951391474782
UGR,PGD2,0.022634621914829605
SOX9,PGD2,0.10745105760716163
CBX2,PGD2,0.03395092504305968
DHH,PGD2,0.40794467675331203
DMRT1,PGD2,0.058769432136817554
WT1pKTS,PGD2,0.013979741993149162
NR5A1,PGD2,0.03226295586607489
FGF9,PGD2,0.7178873588719529
CTNNB1,PGD2,0.03195380763693251
NR0B1,PGD2,0.10292266578471983
FOXL2,PGD2,0.02859615473357994
RSPO1,PGD2,0.047841657168230245
GATA4,PGD2,0.0031191469705184947
WNT4,PGD2,0.06483145879017127
WT1mKTS,PGD2,0.0300423451281673
AMH,DKK1,0.06370689602989647
SRY,DKK1,0.1914354848071867
PGD2,DKK1,0.07853956585862747
UGR,DKK1,0.056921017193740035
SOX9,DKK1,0.17777802692188377
CBX2,DKK1,0.0729367808837109
DHH,DKK1,0.06720299729326099
DMRT1,DKK1,0.9789564186109675
WT1pKTS,DKK1,0.052943933208478094
NR5A1,DKK1,0.011356781381841347
FGF9,DKK1,0.0730062658279865
CTNNB1,DKK1,0.08584378549761677
NR0B1,DKK1,0.011256797125169566
FOXL2,DKK1,0.046991529520343855
RSPO1,DKK1,0.027064260118325318
GATA4,DKK1,0.04050873005865178
WNT4,DKK1,0.05485148314287405
WT1mKTS,DKK1,0.03577313752571356
AMH,UGR,0.017690609677114767
SRY,UGR,0.3987079733453506
PGD2,UGR,0.02539003252673955
DKK1,UGR,0.06693949099120752
SOX9,UGR,0.03875337452945143
CBX2,UGR,0.5819144354945623
DHH,UGR,0.012553753278913051
DMRT1,UGR,0.06957663911199462
WT1pKTS,UGR,0.006023137424458294
NR5A1,UGR,0.02443054769226552
FGF9,UGR,0.03257843059573817
CTNNB1,UGR,0.05706394904474042
NR0B1,UGR,0.14601283818570013
FOXL2,UGR,0.010864921540010685
RSPO1,UGR,0.07286769686577466
GATA4,UGR,0.0853228017962862
WNT4,UGR,0.13967288842289782
WT1mKTS,UGR,0.0687321380626958
AMH,SOX9,0.15157369734110848
SRY,SOX9,0.07694432703051109
PGD2,SOX9,0.4515778709046129
DKK1,SOX9,0.14927837946381398
UGR,SOX9,0.03615427544090764
CBX2,SOX9,0.05050911318977622
DHH,SOX9,0.35832416304373893
DMRT1,SOX9,0.13867149265959836
WT1pKTS,SOX9,0.037528573165344116
NR5A1,SOX9,0.16521005001710096
FGF9,SOX9,0.24781289241813337
CTNNB1,SOX9,0.04483630383004093
NR0B1,SOX9,0.039368836875429136
FOXL2,SOX9,0.034881061015494104
RSPO1,SOX9,0.07558443287126036
GATA4,SOX9,0.049795914669513434
WNT4,SOX9,0.09152791021274498
WT1mKTS,SOX9,0.025878785184697176
AMH,CBX2,0.03422371417291993
SRY,CBX2,0.11341324192617806
PGD2,CBX2,0.041017223377531525
DKK1,CBX2,0.13003841518578393
UGR,CBX2,0.6543299195461052
SOX9,CBX2,0.06795735973749399
DHH,CBX2,0.05161552680594021
DMRT1,CBX2,0.13168031094673524
WT1pKTS,CBX2,0.05204548506670776
NR5A1,CBX2,0.1864038185300258
FGF9,CBX2,0.05526190930841181
CTNNB1,CBX2,0.0645942877305348
NR0B1,CBX2,0.012554887159045921
FOXL2,CBX2,0.05534019461823479
RSPO1,CBX2,0.07539341152781642
GATA4,CBX2,0.05913305060123769
WNT4,CBX2,0.022435846806048692
