Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991971
AMH,CBX2,0.45697468791446183
AMH,CTNNB1,0.915237808190544
AMH,DHH,0.983687525597691
AMH,DKK1,0.9475032770452322
AMH,DMRT1,0.9477195240367868
AMH,FGF9,0.9766488943182556
AMH,FOXL2,0.9222282436654694
AMH,GATA4,0.4180084268251586
AMH,NR0B1,0.978960561190657
AMH,NR5A1,0.4467605842462566
AMH,PGD2,0.9814472743350962
AMH,RSPO1,0.9374757490913013
AMH,SOX9,0.9605952121637469
AMH,SRY,0.9383046341049993
AMH,UGR,0.4007765350464104
AMH,WNT4,0.9547115665771263
AMH,WT1mKTS,0.4565635060802261
AMH,WT1pKTS,0.45216497835026914
CBX2,AMH,0.5150274486017797
CBX2,CBX2,0.09999999999991971
CBX2,CTNNB1,0.49881525182164793
CBX2,DHH,0.5311542032800078
CBX2,DKK1,0.543725086860999
CBX2,DMRT1,0.5470238546137917
CBX2,FGF9,0.5195285466788543
CBX2,FOXL2,0.5124767703705068
CBX2,GATA4,0.7863320616812363
CBX2,NR0B1,0.48821647389055534
CBX2,NR5A1,0.8457106150440812
CBX2,PGD2,0.5239720694246046
CBX2,RSPO1,0.5040063884061594
CBX2,SOX9,0.5387628771037843
CBX2,SRY,0.49146385242171436
CBX2,UGR,0.7969755537659906
CBX2,WNT4,0.4957665819684869
CBX2,WT1mKTS,0.8047377289588927
CBX2,WT1pKTS,0.8108061769174341
CTNNB1,AMH,0.915523888705847
CTNNB1,CBX2,0.44577162552599653
CTNNB1,CTNNB1,0.09999999999991971
CTNNB1,DHH,0.9170254221797347
CTNNB1,DKK1,0.9564811370153412
CTNNB1,DMRT1,0.960915538043826
CTNNB1,FGF9,0.9241672890028573
CTNNB1,FOXL2,0.9847660181070574
CTNNB1,GATA4,0.4180221749048742
CTNNB1,NR0B1,0.9430052428427217
CTNNB1,NR5A1,0.48635332754822386
CTNNB1,PGD2,0.9246588207295295
CTNNB1,RSPO1,0.9897738062679489
CTNNB1,SOX9,0.9355309743732123
CTNNB1,SRY,0.9515120804788295
CTNNB1,UGR,0.4032975521765224
CTNNB1,WNT4,0.9774845270640364
CTNNB1,WT1mKTS,0.4694287132436644
CTNNB1,WT1pKTS,0.5182912302041202
DHH,AMH,0.9835844317725189
DHH,CBX2,0.47255666266628993
DHH,CTNNB1,0.9165995623227607
DHH,DHH,0.09999999999991971
DHH,DKK1,0.9545307217067701
DHH,DMRT1,0.9512341187957142
DHH,FGF9,0.9893763118197876
DHH,FOXL2,0.9143952321292963
DHH,GATA4,0.41873909415305566
DHH,NR0B1,0.9747133697626508
DHH,NR5A1,0.4413362138076074
DHH,PGD2,0.9842915513078145
DHH,RSPO1,0.9393390594037333
DHH,SOX9,0.9623768680365283
DHH,SRY,0.9445876057188723
DHH,UGR,0.385330253262145
DHH,WNT4,0.9584894453755424
DHH,WT1mKTS,0.42363971409080736
DHH,WT1pKTS,0.45352637656502387
DKK1,AMH,0.9474709123461781
DKK1,CBX2,0.4847411098849952
DKK1,CTNNB1,0.9564600042176602
DKK1,DHH,0.9546121181928948
DKK1,DKK1,0.09999999999991971
DKK1,DMRT1,0.9856582015833038
DKK1,FGF9,0.9536305468992745
DKK1,FOXL2,0.9433397953049135
DKK1,GATA4,0.4635083048557366
DKK1,NR0B1,0.9141061352850096
DKK1,NR5A1,0.42131757425815636
DKK1,PGD2,0.957983319762261
DKK1,RSPO1,0.916122783671051
DKK1,SOX9,0.9789979349214976
DKK1,SRY,0.9808766388607257
DKK1,UGR,0.4282553116986638
DKK1,WNT4,0.938027172870427
DKK1,WT1mKTS,0.44444348287115715
DKK1,WT1pKTS,0.47755522765538533
DMRT1,AMH,0.9476855194599046
DMRT1,CBX2,0.4880104432104087
DMRT1,CTNNB1,0.9605170565109498
DMRT1,DHH,0.951301901750112
DMRT1,DKK1,0.9856388363693258
DMRT1,DMRT1,0.09999999999991971
DMRT1,FGF9,0.9556130283340771
DMRT1,FOXL2,0.9439528894900933
DMRT1,GATA4,0.4366252685179514
DMRT1,NR0B1,0.9076888729578076
DMRT1,NR5A1,0.41701775942424935
DMRT1,PGD2,0.9574724761214147
DMRT1,RSPO1,0.922270140681912
DMRT1,SOX9,0.980706675425679
DMRT1,SRY,0.9868444738519276
DMRT1,UGR,0.4311978617893084
DMRT1,WNT4,0.937607635650031
DMRT1,WT1mKTS,0.48171775657445215
DMRT1,WT1pKTS,0.48615529132693325
FGF9,AMH,0.9767728768974386
FGF9,CBX2,0.4633580257382245
FGF9,CTNNB1,0.9241314304930152
FGF9,DHH,0.9895988401207141
FGF9,DKK1,0.9537682850726688
FGF9,DMRT1,0.9557862943189491
FGF9,FGF9,0.09999999999991971
FGF9,FOXL2,0.918669426223407
FGF9,GATA4,0.4190874912057879
FGF9,NR0B1,0.9653885101525246
FGF9,NR5A1,0.44769153835527953
FGF9,PGD2,0.9872177905763565
FGF9,RSPO1,0.9464163218694743
FGF9,SOX9,0.9723357427560789
FGF9,SRY,0.9316006602844739
FGF9,UGR,0.3871745348428554
FGF9,WNT4,0.9569788953962151
FGF9,WT1mKTS,0.42411461211244944
FGF9,WT1pKTS,0.4471133704041059
FOXL2,AMH,0.9221784813636832
FOXL2,CBX2,0.4536821271769378
FOXL2,CTNNB1,0.9847110437405432
FOXL2,DHH,0.9144413892087935
FOXL2,DKK1,0.9433027635183941
FOXL2,DMRT1,0.9439297266209877
FOXL2,FGF9,0.9186617064860518
FOXL2,FOXL2,0.09999999999991971
FOXL2,GATA4,0.4185658553148788
FOXL2,NR0B1,0.9379208814300943
FOXL2,NR5A1,0.4887815670734916
FOXL2,PGD2,0.9279175676113567
FOXL2,RSPO1,0.9746333696510802
FOXL2,SOX9,0.9292663587299642
FOXL2,SRY,0.965683504676631
FOXL2,UGR,0.38000946456195245
FOXL2,WNT4,0.9479355205116928
FOXL2,WT1mKTS,0.42349253143716004
FOXL2,WT1pKTS,0.5268946968126252
GATA4,AMH,0.4750096734390545
GATA4,CBX2,0.7898385381415328
GATA4,CTNNB1,0.47001791073776644
GATA4,DHH,0.47633655735514613
GATA4,DKK1,0.52144621527068
GATA4,DMRT1,0.49470035411864843
GATA4,FGF9,0.47421828666877863
GATA4,FOXL2,0.47640945605037643
GATA4,GATA4,0.09999999999991971
GATA4,NR0B1,0.507609577633247
GATA4,NR5A1,0.7420430324411423
GATA4,PGD2,0.4757763990852872
GATA4,RSPO1,0.4730823781051457
GATA4,SOX9,0.5261275984703286
GATA4,SRY,0.49866039081053704
GATA4,UGR,0.7620816511863684
GATA4,WNT4,0.5165988986890463
GATA4,WT1mKTS,0.8989871532156344
GATA4,WT1pKTS,0.8012132215523629
NR0B1,AMH,0.9789262481977794
NR0B1,CBX2,0.42937981566711875
NR0B1,CTNNB1,0.9429010178795536
NR0B1,DHH,0.9747789806732596
NR0B1,DKK1,0.9140876866399169
NR0B1,DMRT1,0.9076864624019554
NR0B1,FGF9,0.9652297557642395
NR0B1,FOXL2,0.9379381010814476
NR0B1,GATA4,0.44976099789894064
NR0B1,NR0B1,0.09999999999991971
NR0B1,NR5A1,0.46775220049107563
NR0B1,PGD2,0.9710121226174324
NR0B1,RSPO1,0.960907594487804
NR0B1,SOX9,0.9305426331260002
NR0B1,SRY,0.9049409554621071
NR0B1,UGR,0.42428098073607023
NR0B1,WNT4,0.9761665214084965
