Gene1,Gene2,EdgeWeight
SRY,AMH,0.044162435075364694
PGD2,AMH,0.3352572263212784
DKK1,AMH,0.060818396047324384
UGR,AMH,0.015764238172485776
SOX9,AMH,0.09792655419446078
CBX2,AMH,0.03415704839455793
DHH,AMH,0.3136478035175928
DMRT1,AMH,0.056969320396323825
WT1pKTS,AMH,0.014673742106483345
NR5A1,AMH,0.051795126709354655
FGF9,AMH,0.705261545071099
CTNNB1,AMH,0.024154926365094247
NR0B1,AMH,0.13112392027529013
FOXL2,AMH,0.018185891768667115
RSPO1,AMH,0.03647713253633564
GATA4,AMH,0.0034388528294725658
WNT4,AMH,0.06366615183997248
WT1mKTS,AMH,0.001465600747591236
AMH,SRY,0.045830994469195224
PGD2,SRY,0.05671762967649159
DKK1,SRY,0.3453797247923834
UGR,SRY,0.16317720622838688
SOX9,SRY,0.09738316602487515
CBX2,SRY,0.047129091386885376
DHH,SRY,0.0550699410601171
DMRT1,SRY,0.6084195581885887
WT1pKTS,SRY,0.13696996465439903
NR5A1,SRY,0.05544372447495721
FGF9,SRY,0.04997078010396126
CTNNB1,SRY,0.10524577517907752
NR0B1,SRY,0.029745177153593864
FOXL2,SRY,0.11663487378183165
RSPO1,SRY,0.03551649721893031
GATA4,SRY,0.031144928402548195
WNT4,SRY,0.04582055375121627
WT1mKTS,SRY,0.05698670763747889
AMH,PGD2,0.25846355948389654
SRY,PGD2,0.05725149872791211
DKK1,PGD2,0.06987423866849789
UGR,PGD2,0.020170866542380587
SOX9,PGD2,0.11435132285328287
CBX2,PGD2,0.03536794505977039
DHH,PGD2,0.4080465538087822
DMRT1,PGD2,0.06645275465332964
WT1pKTS,PGD2,0.017869787731130293
NR5A1,PGD2,0.033735074823373734
FGF9,PGD2,0.7180588101507039
CTNNB1,PGD2,0.03342592659423135
NR0B1,PGD2,0.09676200914921991
FOXL2,PGD2,0.030129111311053034
RSPO1,PGD2,0.04592967275422528
GATA4,PGD2,0.003054609813665061
WNT4,PGD2,0.06718148190642588
WT1mKTS,PGD2,0.04154686851158516
AMH,DKK1,0.06463120967563372
SRY,DKK1,0.19160693608593776
PGD2,DKK1,0.07925429061237753
UGR,DKK1,0.057887000650300856
SOX9,DKK1,0.17821915605093464
CBX2,DKK1,0.07377951114311658
DHH,DKK1,0.06806025368700934
DMRT1,DKK1,0.9789907088667191
WT1pKTS,DKK1,0.05205695519808672
NR5A1,DKK1,0.013311325959585379
FGF9,DKK1,0.0737935426903993
CTNNB1,DKK1,0.08648369168525356
NR0B1,DKK1,0.013193367618521235
FOXL2,DKK1,0.0518172968300611
RSPO1,DKK1,0.0316762840235474
GATA4,DKK1,0.004028352772187579
WNT4,DKK1,0.05909335277248904
WT1mKTS,DKK1,0.026005227601883976
AMH,UGR,0.019541331714332213
SRY,UGR,0.3995181304786797
PGD2,UGR,0.022926277154290534
DKK1,UGR,0.06790547444776834
SOX9,UGR,0.040146083222808514
CBX2,UGR,0.581948725750314
DHH,UGR,0.012322372349842365
DMRT1,UGR,0.0704500269966319
WT1pKTS,UGR,0.008114843025201783
NR5A1,UGR,0.03876346533409218
FGF9,UGR,0.03137982366060131
CTNNB1,UGR,0.05431049159225873
NR0B1,UGR,0.1484780892663758
FOXL2,UGR,0.018105814235339638
RSPO1,UGR,0.07121236296255325
GATA4,UGR,0.07736520372178417
WNT4,UGR,0.14517523831635842
WT1mKTS,UGR,0.06866645099645545
AMH,SOX9,0.1521516505931806
SRY,SOX9,0.07756377548600493
PGD2,SOX9,0.4584781361507341
DKK1,SOX9,0.14971950859286484
UGR,SOX9,0.03754698413426473
CBX2,SOX9,0.04310971961930048
DHH,SOX9,0.3521739334854325
DMRT1,SOX9,0.13883885322131484
WT1pKTS,SOX9,0.03889964774083747
NR5A1,SOX9,0.16604412654894923
FGF9,SOX9,0.2481889612626831
CTNNB1,SOX9,0.04895342301033958
NR0B1,SOX9,0.04068760514708288
FOXL2,SOX9,0.03629808103220481
RSPO1,SOX9,0.07409148412113087
GATA4,SOX9,0.039636062997138635
WNT4,SOX9,0.09209099828882841
WT1mKTS,SOX9,0.02749593131574282
AMH,CBX2,0.03997397462889698
SRY,CBX2,0.11534981241952974
PGD2,CBX2,0.04243424339424223
DKK1,CBX2,0.1308811454451896
UGR,CBX2,0.6543642098018568
SOX9,CBX2,0.06055796616701825
DHH,CBX2,0.05681970716855447
DMRT1,CBX2,0.13243161322273894
WT1pKTS,CBX2,0.05220575347173882
NR5A1,CBX2,0.1887721468811037
FGF9,CBX2,0.05898772373774308
CTNNB1,CBX2,0.06631427565455515
NR0B1,CBX2,0.018013847157807978
FOXL2,CBX2,0.06083125875352445
RSPO1,CBX2,0.07724413356503387
GATA4,CBX2,0.06774622066088279
WNT4,CBX2,0.021086472924800006
WT1mKTS,CBX2,0.05460569164652066
AMH,DHH,0.2609475855029886
SRY,DHH,0.0522456067200087
PGD2,DHH,0.4918198551314209
DKK1,DHH,0.06345847996626319
UGR,DHH,0.008169499354393156
