Gene1,Gene2,EdgeWeight
AMH,CBX2,0.03653944644218051
AMH,CTNNB1,0.03431077812874294
AMH,DHH,0.6430102911298157
AMH,DKK1,0.19690576073127003
AMH,DMRT1,0.13381995787703033
AMH,FGF9,0.5985509165038457
AMH,FOXL2,0.06921298532298245
AMH,GATA4,0.11489078366950933
AMH,NR0B1,0.19157325806492326
AMH,NR5A1,0.0689661316402249
AMH,PGD2,0.491089750976921
AMH,RSPO1,0.04728610804008557
AMH,SOX9,0.18674210049999854
AMH,SRY,0.07460804494230242
AMH,UGR,0.05270131159815465
AMH,WNT4,0.06900586865267994
AMH,WT1mKTS,0.07142172363667938
AMH,WT1pKTS,0.03130501104249356
CBX2,AMH,0.05467037758142627
CBX2,CTNNB1,0.3690956676584607
CBX2,DHH,0.07585531244711465
CBX2,DKK1,0.6775353479833961
CBX2,DMRT1,0.5342132255763694
CBX2,FGF9,0.06943804752831298
CBX2,FOXL2,0.07693363139645198
CBX2,GATA4,0.05911131330195704
CBX2,NR0B1,0.03274950543438582
CBX2,NR5A1,0.3365171118335027
CBX2,PGD2,0.05716789786225824
CBX2,RSPO1,0.3243056035227494
CBX2,SOX9,0.1097985690869194
CBX2,SRY,0.07178727857854326
CBX2,UGR,0.18182255285807636
CBX2,WNT4,0.030278547065189256
CBX2,WT1mKTS,0.05720928242518927
CBX2,WT1pKTS,0.04494741507119932
CTNNB1,AMH,0.046305623189867015
CTNNB1,CBX2,0.6342516170872272
CTNNB1,DHH,0.04971937052773945
CTNNB1,DKK1,0.10053693151471585
CTNNB1,DMRT1,0.0992461824073681
CTNNB1,FGF9,0.06184714664897486
CTNNB1,FOXL2,0.24346195055305378
CTNNB1,GATA4,0.06843871986646428
CTNNB1,NR0B1,0.1129324229038704
CTNNB1,NR5A1,0.3538559506150075
CTNNB1,PGD2,0.0401395061578574
CTNNB1,RSPO1,0.583013368515251
CTNNB1,SOX9,0.08668204655224043
CTNNB1,SRY,0.0987677459522324
CTNNB1,UGR,0.14940425378134103
CTNNB1,WNT4,0.3494671243557022
CTNNB1,WT1mKTS,0.07147315373259999
CTNNB1,WT1pKTS,0.2189829406564751
DHH,AMH,0.7349189973039271
DHH,CBX2,0.07634589693887389
DHH,CTNNB1,0.04229662595096852
DHH,DKK1,0.12599190173886987
DHH,DMRT1,0.12274410734655058
DHH,FGF9,0.8849626528048002
DHH,FOXL2,0.03040859851806877
DHH,GATA4,0.10678084660502536
DHH,NR0B1,0.17564229109582638
DHH,NR5A1,0.049058341840848056
DHH,PGD2,0.5575966661515139
DHH,RSPO1,0.0516375422405579
DHH,SOX9,0.28020121708265566
DHH,SRY,0.07331528226943625
DHH,UGR,0.03304571366746728
DHH,WNT4,0.10739851298374206
DHH,WT1mKTS,0.04794552345351749
DHH,WT1pKTS,0.02864417249198208
DKK1,AMH,0.1443653594546172
DKK1,CBX2,0.7884886155174107
DKK1,CTNNB1,0.11464687736187201
DKK1,DHH,0.1869806182458349
DKK1,DMRT1,0.6749380379750667
DKK1,FGF9,0.17163809692943838
DKK1,FOXL2,0.07104672857608696
DKK1,GATA4,0.11950350938083554
DKK1,NR0B1,0.05507094436986791
DKK1,NR5A1,0.05408240595460795
DKK1,PGD2,0.14672682890025318
DKK1,RSPO1,0.060859357208195825
DKK1,SOX9,0.16083426814830587
DKK1,SRY,0.1870144892499389
DKK1,UGR,0.29709791278687936
DKK1,WNT4,0.08295639137319102
DKK1,WT1mKTS,0.1038058566095491
DKK1,WT1pKTS,0.08841204182222925
DMRT1,AMH,0.14007742734471473
DMRT1,CBX2,0.5849567869443733
DMRT1,CTNNB1,0.1069840001288239
DMRT1,DHH,0.17611789581253706
DMRT1,DKK1,0.8312622124972893
DMRT1,FGF9,0.21615958229558935
DMRT1,FOXL2,0.0900550375103758
DMRT1,GATA4,0.06556409845818464
DMRT1,NR0B1,0.03190248255290015
DMRT1,NR5A1,0.05574865493793668
DMRT1,PGD2,0.16009123419977567
DMRT1,RSPO1,0.06774164018123888
DMRT1,SOX9,0.16747569050869826
