Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991804
AMH,CBX2,0.4515569350443692
AMH,CTNNB1,0.9136233490527355
AMH,DHH,0.9834412158265864
AMH,DKK1,0.9465670215836137
AMH,DMRT1,0.9437433648090701
AMH,FGF9,0.9762738367669103
AMH,FOXL2,0.9206680002640152
AMH,GATA4,0.41448066652708654
AMH,NR0B1,0.978601315604269
AMH,NR5A1,0.4543954681026515
AMH,PGD2,0.9811356878341602
AMH,RSPO1,0.9329271861991647
AMH,SOX9,0.9599746564013815
AMH,SRY,0.9310278872941217
AMH,UGR,0.3911190434921151
AMH,WNT4,0.9538417426573982
AMH,WT1mKTS,0.42321904495541507
AMH,WT1pKTS,0.45391216822306724
CBX2,AMH,0.5096096957316871
CBX2,CBX2,0.09999999999991804
CBX2,CTNNB1,0.497153757172895
CBX2,DHH,0.5300465358398958
CBX2,DKK1,0.542863192818873
CBX2,DMRT1,0.5462452951197007
CBX2,FGF9,0.5239557232500615
CBX2,FOXL2,0.5166934942772848
CBX2,GATA4,0.8008511112532721
CBX2,NR0B1,0.48621616695005415
CBX2,NR5A1,0.8446840349505239
CBX2,PGD2,0.5202109234746178
CBX2,RSPO1,0.49441003673907713
CBX2,SOX9,0.5377641765596065
CBX2,SRY,0.4931473859973441
CBX2,UGR,0.7968505345822077
CBX2,WNT4,0.49029112657040713
CBX2,WT1mKTS,0.8045459517244882
CBX2,WT1pKTS,0.8165958481758253
CTNNB1,AMH,0.9139094295680384
CTNNB1,CBX2,0.4441101308772436
CTNNB1,CTNNB1,0.09999999999991804
CTNNB1,DHH,0.9183937195455595
CTNNB1,DKK1,0.9558041125473058
CTNNB1,DMRT1,0.9602949822814606
CTNNB1,FGF9,0.9258224794608317
CTNNB1,FOXL2,0.9845159797394933
CTNNB1,GATA4,0.41393972779283045
CTNNB1,NR0B1,0.9418864646563936
CTNNB1,NR5A1,0.48592496093186865
CTNNB1,PGD2,0.9205172849247814
CTNNB1,RSPO1,0.9896487870841659
