Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991804
AMH,CBX2,0.26157267634060305
AMH,CTNNB1,0.21601784375205949
AMH,DHH,0.44308827870183165
AMH,DKK1,0.2689059607027664
AMH,DMRT1,0.3203175080559476
AMH,FGF9,0.40606321068538853
AMH,FOXL2,0.20096828484144108
AMH,GATA4,0.27723888897606846
AMH,NR0B1,0.39905793686974433
AMH,NR5A1,0.29003341265561866
AMH,PGD2,0.42241977757435023
AMH,RSPO1,0.26067008270395264
AMH,SOX9,0.33100232603634916
AMH,SRY,0.25585152331664235
AMH,UGR,0.31978078218165695
AMH,WNT4,0.2770911322228339
AMH,WT1mKTS,0.27925960632891156
AMH,WT1pKTS,0.2737042538791744
CBX2,AMH,0.29445848076723335
CBX2,CBX2,0.09999999999991804
CBX2,CTNNB1,0.32046214420588537
CBX2,DHH,0.3246189453405796
CBX2,DKK1,0.350134027635907
CBX2,DMRT1,0.364970893887589
CBX2,FGF9,0.32248558321821835
CBX2,FOXL2,0.31742949170650386
CBX2,GATA4,0.30307938478129937
CBX2,NR0B1,0.2751708394134546
CBX2,NR5A1,0.37934565961942035
CBX2,PGD2,0.3132939258467549
CBX2,RSPO1,0.32258103122317205
CBX2,SOX9,0.29485584406770265
CBX2,SRY,0.28702260642965416
CBX2,UGR,0.4301661140385259
CBX2,WNT4,0.2938011031589038
CBX2,WT1mKTS,0.2811479643385343
CBX2,WT1pKTS,0.3574495130016694
CTNNB1,AMH,0.3041123233404872
CTNNB1,CBX2,0.3986663943603137
CTNNB1,CTNNB1,0.09999999999991804
CTNNB1,DHH,0.25836207881213186
CTNNB1,DKK1,0.5213593585438023
CTNNB1,DMRT1,0.4904234943832386
CTNNB1,FGF9,0.24419635308701332
CTNNB1,FOXL2,0.5004465811849846
CTNNB1,GATA4,0.27649958528531027
CTNNB1,NR0B1,0.30392075534120067
CTNNB1,NR5A1,0.3826263537673021
CTNNB1,PGD2,0.3143305923401764
CTNNB1,RSPO1,0.5383439658292035
CTNNB1,SOX9,0.3518744081456606
CTNNB1,SRY,0.36292074119271434
CTNNB1,UGR,0.35327891213845275
CTNNB1,WNT4,0.35061929631824096
CTNNB1,WT1mKTS,0.311647649555522
CTNNB1,WT1pKTS,0.35516530283137054
DHH,AMH,0.39304899157354756
DHH,CBX2,0.2582079002222128
DHH,CTNNB1,0.2505002286216691
