Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991971
AMH,CBX2,0.2629933139138342
AMH,CTNNB1,0.217632302889868
AMH,DHH,0.44333458847293616
AMH,DKK1,0.26984221616438486
AMH,DMRT1,0.32131766152619906
AMH,FGF9,0.40643826823673385
AMH,FOXL2,0.20570070865567325
AMH,GATA4,0.2813213360881122
AMH,NR0B1,0.39941718245613234
AMH,NR5A1,0.2977246865819291
AMH,PGD2,0.42273136407528616
AMH,RSPO1,0.2619131537644937
AMH,SOX9,0.3316228817987146
AMH,SRY,0.25703751734641134
AMH,UGR,0.32131407234928333
AMH,WNT4,0.277960956142562
AMH,WT1mKTS,0.28064088566912326
AMH,WT1pKTS,0.27538904293231786
CBX2,AMH,0.29587911834046454
CBX2,CBX2,0.09999999999991971
CBX2,CTNNB1,0.3182935120613887
CBX2,DHH,0.3257266127806917
CBX2,DKK1,0.34692933903966466
CBX2,DMRT1,0.3698160360200483
CBX2,FGF9,0.3237907353558467
CBX2,FOXL2,0.3189320402665093
CBX2,GATA4,0.2959277290104628
CBX2,NR0B1,0.2771711463539558
CBX2,NR5A1,0.3803722397129776
CBX2,PGD2,0.3145476955121676
CBX2,RSPO1,0.328230564407988
CBX2,SOX9,0.2958545446118805
CBX2,SRY,0.2889556234685555
CBX2,UGR,0.4302911332223088
CBX2,WNT4,0.29566000794245245
CBX2,WT1mKTS,0.2813397415729388
CBX2,WT1pKTS,0.3591867643321881
CTNNB1,AMH,0.3057267824782957
CTNNB1,CBX2,0.396497762215817
CTNNB1,CTNNB1,0.09999999999991971
CTNNB1,DHH,0.2569937814463071
CTNNB1,DKK1,0.5220363830118377
CTNNB1,DMRT1,0.49104405014560404
CTNNB1,FGF9,0.24254116262903885
CTNNB1,FOXL2,0.5006966195525487
CTNNB1,GATA4,0.2634907678785883
CTNNB1,NR0B1,0.3050395335275288
CTNNB1,NR5A1,0.3830547203836573
CTNNB1,PGD2,0.32185012143807007
CTNNB1,RSPO1,0.5384689850129865
CTNNB1,SOX9,0.3531174792062017
CTNNB1,SRY,0.36372192725117325
CTNNB1,UGR,0.35472747511679514
CTNNB1,WNT4,0.35099038899842905
CTNNB1,WT1mKTS,0.31276642774185015
CTNNB1,WT1pKTS,0.3554768893323065
DHH,AMH,0.3932953013446522
DHH,CBX2,0.2593155676623249
DHH,CTNNB1,0.24913193125584432
DHH,DHH,0.09999999999991971
DHH,DKK1,0.28460192592858585
DHH,DMRT1,0.30013878974923375
DHH,FGF9,0.39205418963086774
DHH,FOXL2,0.23159934828285014
DHH,GATA4,0.2662348206728953
DHH,NR0B1,0.3761286957025735
DHH,NR5A1,0.30946610061068347
DHH,PGD2,0.4934263176187297
DHH,RSPO1,0.2800208424086062
DHH,SOX9,0.38709003284981763
DHH,SRY,0.2712380245356863
DHH,UGR,0.25609060843877807
DHH,WNT4,0.2763695170020424
DHH,WT1mKTS,0.2811374088924293
DHH,WT1pKTS,0.2797864631453123
DKK1,AMH,0.2825854629596586
DKK1,CBX2,0.3843526170636161
DKK1,CTNNB1,0.43387183490407905
DKK1,DHH,0.2933110522273765
DKK1,DKK1,0.09999999999991971
DKK1,DMRT1,0.6809252125367085
DKK1,FGF9,0.3212568470187449
DKK1,FOXL2,0.40634668752112685
DKK1,GATA4,0.3018553519894667
DKK1,NR0B1,0.269001336690873
DKK1,NR5A1,0.264847148851892
DKK1,PGD2,0.3149590855483413
DKK1,RSPO1,0.3372601212560435
DKK1,SOX9,0.5083455633245566
DKK1,SRY,0.573282556420547
DKK1,UGR,0.3492175470289091
DKK1,WNT4,0.4164242500572927
DKK1,WT1mKTS,0.26916137579446064
DKK1,WT1pKTS,0.30498064927581375
DMRT1,AMH,0.35527411611099863
