Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991627
AMH,CBX2,0.4579074871456924
AMH,CTNNB1,0.9119261663128755
AMH,DHH,0.9831822853387296
AMH,DKK1,0.9455827931368563
AMH,DMRT1,0.9456679700280083
AMH,FGF9,0.9758795615649615
AMH,FOXL2,0.9128192703316234
AMH,GATA4,0.4123837907454977
AMH,NR0B1,0.9797694790500534
AMH,NR5A1,0.4532799568228755
AMH,PGD2,0.9808081358887577
AMH,RSPO1,0.9283387994245167
AMH,SOX9,0.9593223038553536
AMH,SRY,0.9326716467668462
AMH,UGR,0.3813996579768862
AMH,WNT4,0.9529273496518967
AMH,WT1mKTS,0.42315291941410466
AMH,WT1pKTS,0.44096484040083145
CBX2,AMH,0.5159602478330103
CBX2,CBX2,0.09999999999991627
CBX2,CTNNB1,0.4993197663362167
CBX2,DHH,0.5329242776694276
CBX2,DKK1,0.5419571360115945
CBX2,DMRT1,0.5454268428564127
CBX2,FGF9,0.5266958847379971
CBX2,FOXL2,0.5233809009083059
CBX2,GATA4,0.8021889736977289
CBX2,NR0B1,0.48746773513904257
CBX2,NR5A1,0.846267454966848
CBX2,PGD2,0.5109220691970718
CBX2,RSPO1,0.4925381415007666
CBX2,SOX9,0.5239992302455839
CBX2,SRY,0.4927017978942932
CBX2,UGR,0.7967191095148902
CBX2,WNT4,0.48490469400994807
CBX2,WT1mKTS,0.8031758996634822
CBX2,WT1pKTS,0.8095238194398617
CTNNB1,AMH,0.9122122468281785
CTNNB1,CBX2,0.4462761400405653
CTNNB1,CTNNB1,0.09999999999991627
CTNNB1,DHH,0.9138249897459815
CTNNB1,DKK1,0.9550923978840457
CTNNB1,DMRT1,0.9596426297354327
CTNNB1,FGF9,0.9273221042370637
CTNNB1,FOXL2,0.9842531296048602
CTNNB1,GATA4,0.4118309026449759
CTNNB1,NR0B1,0.9407103611656943
CTNNB1,NR5A1,0.4821109471766523
CTNNB1,PGD2,0.9217141280496074
CTNNB1,RSPO1,0.9895173620168485
CTNNB1,SOX9,0.9358264008416909
CTNNB1,SRY,0.9464470918176078
CTNNB1,UGR,0.3961025933255009
CTNNB1,WNT4,0.9796896816565182
CTNNB1,WT1mKTS,0.4397571287884762
CTNNB1,WT1pKTS,0.5146857373111648
DHH,AMH,0.9830791915135575
DHH,CBX2,0.4743267370557097
DHH,CTNNB1,0.9133991298890075
DHH,DHH,0.09999999999991627
DHH,DKK1,0.9496868097751499
DHH,DMRT1,0.9430882333573806
DHH,FGF9,0.9891198675686872
DHH,FOXL2,0.9047417995656147
DHH,GATA4,0.4394996518546003
DHH,NR0B1,0.9738346873652488
DHH,NR5A1,0.4451024406188595
DHH,PGD2,0.9869398869278365
DHH,RSPO1,0.9337060720655802
DHH,SOX9,0.964286539715502
DHH,SRY,0.9451607502565462
DHH,UGR,0.3854178666871969
DHH,WNT4,0.9569507798689576
DHH,WT1mKTS,0.44669590212891297
DHH,WT1pKTS,0.4576638222735691
DKK1,AMH,0.9455504284378022
DKK1,CBX2,0.4829731590355907
DKK1,CTNNB1,0.9550712650863646
DKK1,DHH,0.9497682062612746
DKK1,DKK1,0.09999999999991627
DKK1,DMRT1,0.9854017573322035
DKK1,FGF9,0.9550150771301892
DKK1,FOXL2,0.9401837954502711
DKK1,GATA4,0.41335670019776993
DKK1,NR0B1,0.9026869741988292
DKK1,NR5A1,0.4143079075319335
DKK1,PGD2,0.9593855183236832
DKK1,RSPO1,0.9185053991950669
DKK1,SOX9,0.9676804363360835
DKK1,SRY,0.9803637503585285
DKK1,UGR,0.4262569194807966
DKK1,WNT4,0.9326872582510697
DKK1,WT1mKTS,0.4241542351694122
DKK1,WT1pKTS,0.4813094876186387
DMRT1,AMH,0.9456339654511261
DMRT1,CBX2,0.48641343145302973
DMRT1,CTNNB1,0.9592441482025564
DMRT1,DHH,0.9431560163117784
DMRT1,DKK1,0.9853823921182254
DMRT1,DMRT1,0.09999999999991627
DMRT1,FGF9,0.9505480396728554
DMRT1,FOXL2,0.9415476558807897
DMRT1,GATA4,0.45456640926934283
DMRT1,NR0B1,0.9118083293842616
DMRT1,NR5A1,0.41646983730160636
DMRT1,PGD2,0.9591098236041313
DMRT1,RSPO1,0.9163670798382626
DMRT1,SOX9,0.9802014351667176
DMRT1,SRY,0.9864616653768019
DMRT1,UGR,0.4307491447964605
DMRT1,WNT4,0.9447281836935179
DMRT1,WT1mKTS,0.47523338350876354
DMRT1,WT1pKTS,0.4841510420156933
FGF9,AMH,0.9760035441441445
FGF9,CBX2,0.4705253637973673
FGF9,CTNNB1,0.9272862457272216
FGF9,DHH,0.9893423958696137
FGF9,DKK1,0.9551528153035833
FGF9,DMRT1,0.9507213056577274
FGF9,FGF9,0.09999999999991627
FGF9,FOXL2,0.9057172520159117
FGF9,GATA4,0.4124130707853323
FGF9,NR0B1,0.9672770131545263
FGF9,NR5A1,0.43929536377210127
