Gene1,Gene2,EdgeWeight
SRY,AMH,0.03979385079995872
PGD2,AMH,0.3381944046072925
DKK1,AMH,0.05989408240158713
UGR,AMH,0.018049582002313824
SOX9,AMH,0.0973486009423887
CBX2,AMH,0.028406787938580886
DHH,AMH,0.3134804429558763
DMRT1,AMH,0.052856199677438015
WT1pKTS,AMH,0.02274607127342564
NR5A1,AMH,0.050733800482631944
FGF9,AMH,0.7017767775282697
CTNNB1,AMH,0.022486542031845465
NR0B1,AMH,0.13083265559350937
FOXL2,AMH,0.026086039420113873
RSPO1,AMH,0.038364634039264094
GATA4,AMH,0.0034357976647114725
WNT4,AMH,0.06125621695358545
WT1mKTS,AMH,0.0013752419128512674
AMH,SRY,0.041462410193789254
PGD2,SRY,0.05449135459900143
DKK1,SRY,0.34360996181329884
UGR,SRY,0.1610275009896994
SOX9,SRY,0.09306920689744139
CBX2,SRY,0.045192520893533705
DHH,SRY,0.05400861483339439
DMRT1,SRY,0.6083176811331186
WT1pKTS,SRY,0.13977320431696633
NR5A1,SRY,0.05383482130000844
FGF9,SRY,0.04877247332809852
CTNNB1,SRY,0.1079043565075905
NR0B1,SRY,0.02779063257584983
FOXL2,SRY,0.11291560822618535
RSPO1,SRY,0.03681925819498769
GATA4,SRY,0.025025707179996103
WNT4,SRY,0.044152169417967485
WT1mKTS,SRY,0.05595840812447402
AMH,PGD2,0.26140073776991063
SRY,PGD2,0.051910634709433044
DKK1,PGD2,0.06915951391474782
UGR,PGD2,0.022634621914829605
SOX9,PGD2,0.10431049806836644
CBX2,PGD2,0.03805190033804674
DHH,PGD2,0.40794467675331203
DMRT1,PGD2,0.06567662832535401
WT1pKTS,PGD2,0.01606668565089994
NR5A1,PGD2,0.03226295586607489
FGF9,PGD2,0.7178873588719529
CTNNB1,PGD2,0.029118090083402035
NR0B1,PGD2,0.10292266578471983
FOXL2,PGD2,0.02859615473357994
RSPO1,PGD2,0.047841657168230245
GATA4,PGD2,0.0031191469705184947
WNT4,PGD2,0.06796287212682088
WT1mKTS,PGD2,0.028739864245545907
AMH,DKK1,0.06370689602989647
SRY,DKK1,0.19303379650752017
PGD2,DKK1,0.07853956585862747
UGR,DKK1,0.056921017193740035
SOX9,DKK1,0.1808105681401153
CBX2,DKK1,0.0729367808837109
DHH,DKK1,0.06720299729326099
DMRT1,DKK1,0.9789564186109675
WT1pKTS,DKK1,0.052943933208478094
NR5A1,DKK1,0.011356781381841347
FGF9,DKK1,0.0730062658279865
CTNNB1,DKK1,0.08584378549761677
NR0B1,DKK1,0.011256797125169566
FOXL2,DKK1,0.046991529520343855
RSPO1,DKK1,0.027064260118325318
GATA4,DKK1,0.04498392963861422
WNT4,DKK1,0.05485148314287405
WT1mKTS,DKK1,0.017759959126531392
AMH,UGR,0.021826675544160262
SRY,UGR,0.40009969130174855
PGD2,UGR,0.02539003252673955
DKK1,UGR,0.06693949099120752
SOX9,UGR,0.03875337452945143
CBX2,UGR,0.5819144354945623
DHH,UGR,0.01409445370246533
DMRT1,UGR,0.06957663911199462
WT1pKTS,UGR,0.006023137424458294
NR5A1,UGR,0.021806340180289843
FGF9,UGR,0.03400184254357325
CTNNB1,UGR,0.05706394904474042
NR0B1,UGR,0.14601283818570013
FOXL2,UGR,0.010864921540010685
RSPO1,UGR,0.06854527836715478
GATA4,UGR,0.08657084715143354
WNT4,UGR,0.14399530692151769
WT1mKTS,UGR,0.06301963979151388
AMH,SOX9,0.15157369734110848
SRY,SOX9,0.07324981635857117
PGD2,SOX9,0.44843731136581766
DKK1,SOX9,0.1523109206820455
UGR,SOX9,0.03615427544090764
CBX2,SOX9,0.05488081177002295
DHH,SOX9,0.35832416304373893
DMRT1,SOX9,0.13867149265959836
WT1pKTS,SOX9,0.037528573165344116
NR5A1,SOX9,0.16521005001710096
FGF9,SOX9,0.24781289241813337
CTNNB1,SOX9,0.04483630383004093
NR0B1,SOX9,0.039368836875429136
FOXL2,SOX9,0.034881061015494104
RSPO1,SOX9,0.07558443287126036
GATA4,SOX9,0.05750276536781889
WNT4,SOX9,0.09152791021274498
WT1mKTS,SOX9,0.03489328972494538
AMH,CBX2,0.03422371417291993
SRY,CBX2,0.11341324192617806
PGD2,CBX2,0.045118198672518595
DKK1,CBX2,0.13003841518578393
UGR,CBX2,0.6543299195461052
SOX9,CBX2,0.07232905831774072
DHH,CBX2,0.05570733404575579
DMRT1,CBX2,0.13168031094673524
WT1pKTS,CBX2,0.05204548506670776
NR5A1,CBX2,0.18221184885509112
FGF9,CBX2,0.05117010206859622
CTNNB1,CBX2,0.0645942877305348
NR0B1,CBX2,0.012554887159045921
FOXL2,CBX2,0.05123921932324773
RSPO1,CBX2,0.07539341152781642
GATA4,CBX2,0.06039566257041558
WNT4,CBX2,0.022435846806048692
