Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991627
AMH,CBX2,0.26392611314506476
AMH,CTNNB1,0.21432066101219946
AMH,DHH,0.4428293482139749
AMH,DKK1,0.267921732256009
AMH,DMRT1,0.31926610751742057
AMH,FGF9,0.40566893548343974
AMH,FOXL2,0.1962917353218272
AMH,GATA4,0.2756967000084513
AMH,NR0B1,0.40022610031552874
AMH,NR5A1,0.30424405915854796
AMH,PGD2,0.4220922256289478
AMH,RSPO1,0.25277620409770923
AMH,SOX9,0.33034997349032125
AMH,SRY,0.25140453000825835
AMH,UGR,0.30193719527975915
AMH,WNT4,0.27617673921733243
AMH,WT1mKTS,0.2472302990030018
AMH,WT1pKTS,0.26418890498288017
CBX2,AMH,0.29681191757169506
CBX2,CBX2,0.09999999999991627
CBX2,CTNNB1,0.31879802657595746
CBX2,DHH,0.3274966871701115
CBX2,DKK1,0.34516138819026015
CBX2,DMRT1,0.36821902426266934
CBX2,FGF9,0.3309580734149895
CBX2,FOXL2,0.32983617080430844
CBX2,GATA4,0.31178464102695547
CBX2,NR0B1,0.276422407602443
CBX2,NR5A1,0.38092907963574435
CBX2,PGD2,0.3014976952846349
CBX2,RSPO1,0.3167623175025951
CBX2,SOX9,0.28109089775368
CBX2,SRY,0.29019356894113435
CBX2,UGR,0.43003468897120845
CBX2,WNT4,0.28479811998391363
CBX2,WT1mKTS,0.27977791227752835
CBX2,WT1pKTS,0.3579044068546158
CTNNB1,AMH,0.30241514060062713
CTNNB1,CBX2,0.3970022767303858
CTNNB1,CTNNB1,0.09999999999991627
CTNNB1,DHH,0.25379334901255385
CTNNB1,DKK1,0.5206476438805422
CTNNB1,DMRT1,0.4897711418372107
CTNNB1,FGF9,0.24569597786324535
CTNNB1,FOXL2,0.5001837310503515
CTNNB1,GATA4,0.25729949561869
CTNNB1,NR0B1,0.3027446518505013
CTNNB1,NR5A1,0.37881234001208575
CTNNB1,PGD2,0.3189054287581479
CTNNB1,RSPO1,0.5382125407618861
CTNNB1,SOX9,0.35341290567468037
CTNNB1,SRY,0.3586569385899515
CTNNB1,UGR,0.34753251626577364
CTNNB1,WNT4,0.35319554359091065
CTNNB1,WT1mKTS,0.2830948432866619
CTNNB1,WT1pKTS,0.3518713964393513
DHH,AMH,0.3927900610856908
DHH,CBX2,0.26108564205174467
DHH,CTNNB1,0.24593149882209106
DHH,DHH,0.09999999999991627
DHH,DKK1,0.27975801399696565
DHH,DMRT1,0.29199290431090014
DHH,FGF9,0.3917977453797674
DHH,FOXL2,0.2219459157191687
DHH,GATA4,0.28699537837443995
DHH,NR0B1,0.37525001330517155
DHH,NR5A1,0.31323232742193563
DHH,PGD2,0.4960746532387517
DHH,RSPO1,0.27438785507045316
DHH,SOX9,0.38899970452879135
DHH,SRY,0.27181116907336017
DHH,UGR,0.25617822186383005
DHH,WNT4,0.27483085149545766
DHH,WT1mKTS,0.3041935969305349
DHH,WT1pKTS,0.28392390885385754
DKK1,AMH,0.28066497905128274
DKK1,CBX2,0.3825846662142116
DKK1,CTNNB1,0.4324830957727834
DKK1,DHH,0.28846714029575626
DKK1,DKK1,0.09999999999991627
DKK1,DMRT1,0.6806687682856082
DKK1,FGF9,0.3226413772496595
DKK1,FOXL2,0.40319068766648436
DKK1,GATA4,0.2517037473315001
DKK1,NR0B1,0.2575821756046926
DKK1,NR5A1,0.2578374821256691
DKK1,PGD2,0.3163612841097635
DKK1,RSPO1,0.3396427367800594
DKK1,SOX9,0.49702806473914257
