Gene1,Gene2,EdgeWeight
AMH,AMH,0.09999999999991971
AMH,CBX2,0.26468017973419733
AMH,CTNNB1,0.217632302889868
AMH,DHH,0.44333458847293616
AMH,DKK1,0.26984221616438486
AMH,DMRT1,0.32131766152619906
AMH,FGF9,0.40643826823673385
AMH,FOXL2,0.20570070865567325
AMH,GATA4,0.2813213360881122
AMH,NR0B1,0.39941718245613234
AMH,NR5A1,0.30366567222983387
AMH,PGD2,0.42273136407528616
AMH,RSPO1,0.2619131537644937
AMH,SOX9,0.3316228817987146
AMH,SRY,0.25107157947141523
AMH,UGR,0.32131407234928333
AMH,WNT4,0.277960956142562
AMH,WT1mKTS,0.28064088566912326
AMH,WT1pKTS,0.272881436290211
CBX2,AMH,0.29756598416082763
CBX2,CBX2,0.09999999999991971
CBX2,CTNNB1,0.3182935120613887
CBX2,DHH,0.3257266127806917
CBX2,DKK1,0.34692933903966466
CBX2,DMRT1,0.3698160360200483
CBX2,FGF9,0.3256437094482191
CBX2,FOXL2,0.3189320402665093
CBX2,GATA4,0.30847483275761134
CBX2,NR0B1,0.2771711463539558
CBX2,NR5A1,0.3803722397129776
CBX2,PGD2,0.31598391003106974
CBX2,RSPO1,0.328230564407988
CBX2,SOX9,0.2958545446118805
CBX2,SRY,0.2889556234685555
CBX2,UGR,0.4302911332223088
CBX2,WNT4,0.29566000794245245
CBX2,WT1mKTS,0.2855615314610415
CBX2,WT1pKTS,0.3591867643321881
CTNNB1,AMH,0.3057267824782957
CTNNB1,CBX2,0.396497762215817
CTNNB1,CTNNB1,0.09999999999991971
CTNNB1,DHH,0.2569937814463071
CTNNB1,DKK1,0.5220363830118377
CTNNB1,DMRT1,0.49104405014560404
CTNNB1,FGF9,0.24563192075427726
CTNNB1,FOXL2,0.5006966195525487
CTNNB1,GATA4,0.2634907678785883
CTNNB1,NR0B1,0.3050395335275288
CTNNB1,NR5A1,0.3830547203836573
CTNNB1,PGD2,0.31875936331283167
CTNNB1,RSPO1,0.5384689850129865
CTNNB1,SOX9,0.3531174792062017
CTNNB1,SRY,0.36372192725117325
CTNNB1,UGR,0.35472747511679514
CTNNB1,WNT4,0.35099038899842905
CTNNB1,WT1mKTS,0.31696034198654677
CTNNB1,WT1pKTS,0.3554768893323065
DHH,AMH,0.3932953013446522
DHH,CBX2,0.2593155676623249
DHH,CTNNB1,0.24913193125584432
DHH,DHH,0.09999999999991971
DHH,DKK1,0.28460192592858585
DHH,DMRT1,0.30013878974923375
DHH,FGF9,0.39205418963086774
DHH,FOXL2,0.23159934828285014
DHH,GATA4,0.2662348206728953
DHH,NR0B1,0.3761286957025735
DHH,NR5A1,0.3109600261097524
DHH,PGD2,0.4934263176187297
DHH,RSPO1,0.2800208424086062
DHH,SOX9,0.38709003284981763
DHH,SRY,0.2712380245356863
DHH,UGR,0.25609060843877807
DHH,WNT4,0.2763695170020424
DHH,WT1mKTS,0.2811374088924293
DHH,WT1pKTS,0.28353810096794063
DKK1,AMH,0.2825854629596586
DKK1,CBX2,0.3843526170636161
DKK1,CTNNB1,0.43387183490407905
DKK1,DHH,0.2933110522273765
DKK1,DKK1,0.09999999999991971
DKK1,DMRT1,0.6809252125367085
DKK1,FGF9,0.3212568470187449
DKK1,FOXL2,0.4039195960466307
DKK1,GATA4,0.29347240771911337
DKK1,NR0B1,0.269001336690873
DKK1,NR5A1,0.264847148851892
DKK1,PGD2,0.3149590855483413
DKK1,RSPO1,0.3372601212560435
DKK1,SOX9,0.5068523338075511
DKK1,SRY,0.573282556420547
DKK1,UGR,0.3492175470289091
DKK1,WNT4,0.4164242500572927
DKK1,WT1mKTS,0.2733694190544338
DKK1,WT1pKTS,0.3143244448967535
DMRT1,AMH,0.35527411611099863
DMRT1,CBX2,0.38151772142612567
DMRT1,CTNNB1,0.5063983345135269
DMRT1,DHH,0.35712766749108116
DMRT1,DKK1,0.994024297999033
DMRT1,DMRT1,0.09999999999991971
DMRT1,FGF9,0.3445260551784868
DMRT1,FOXL2,0.41340411376594965
DMRT1,GATA4,0.24607941743054984
DMRT1,NR0B1,0.28843623542455427
DMRT1,NR5A1,0.2773760589221558
DMRT1,PGD2,0.3339535063261087
DMRT1,RSPO1,0.3678839446075351
DMRT1,SOX9,0.4967616833415258
DMRT1,SRY,0.5777284467124504
DMRT1,UGR,0.4068195987804432
DMRT1,WNT4,0.38176940725100095
DMRT1,WT1mKTS,0.31348891646590393
DMRT1,WT1pKTS,0.3478519410677954
FGF9,AMH,0.4080452087760704
FGF9,CBX2,0.24451893156765547
FGF9,CTNNB1,0.25775514090513046
FGF9,DHH,0.3944603937133776
FGF9,DKK1,0.28960818862840476
FGF9,DMRT1,0.29929290567958655
FGF9,FGF9,0.09999999999991971
FGF9,FOXL2,0.2540780911571861
FGF9,GATA4,0.2663122670525398
FGF9,NR0B1,0.35920438370726204
FGF9,NR5A1,0.29687826614918744
FGF9,PGD2,0.4390984609439927
FGF9,RSPO1,0.3108724085239314
FGF9,SOX9,0.31276284703414237
FGF9,SRY,0.28545194962481824
FGF9,UGR,0.32201277875234413
FGF9,WNT4,0.31723777231253275
FGF9,WT1mKTS,0.271672327492703
FGF9,WT1pKTS,0.26696641105705843
FOXL2,AMH,0.31539060181159284
FOXL2,CBX2,0.3297092136349959
FOXL2,CTNNB1,0.3371660796267828
FOXL2,DHH,0.24358542020152424
FOXL2,DKK1,0.26648450010416225
FOXL2,DMRT1,0.2535813916943762
FOXL2,FGF9,0.33109453788226567
FOXL2,FOXL2,0.09999999999991971
FOXL2,GATA4,0.2918040614555177
FOXL2,NR0B1,0.25550381789340243
FOXL2,NR5A1,0.43379413223103175
FOXL2,PGD2,0.2894263525271441
FOXL2,RSPO1,0.3276576921041621
FOXL2,SOX9,0.2722732174648292
FOXL2,SRY,0.30928779657522365
FOXL2,UGR,0.1986318567014158
FOXL2,WNT4,0.285665859692017
FOXL2,WT1mKTS,0.2724503683432566
FOXL2,WT1pKTS,0.4722983726003712
GATA4,AMH,0.24582720901084185
GATA4,CBX2,0.27196626394447776
GATA4,CTNNB1,0.2319587595885923
GATA4,DHH,0.2513078984441282
GATA4,DKK1,0.24499809065417777
GATA4,DMRT1,0.21223010901391565
GATA4,FGF9,0.26887859642798667
GATA4,FOXL2,0.2774376544780485
GATA4,GATA4,0.09999999999991971
GATA4,NR0B1,0.27290364692830216
GATA4,NR5A1,0.24630506227998028
GATA4,PGD2,0.21993224664557426
GATA4,RSPO1,0.21636254593137952
GATA4,SOX9,0.2731606038364259
GATA4,SRY,0.290882455579642
GATA4,UGR,0.3293780418438149
GATA4,WNT4,0.29108089133582793
GATA4,WT1mKTS,0.39919080990693306
GATA4,WT1pKTS,0.3322205509161651
NR0B1,AMH,0.45943937760303943
NR0B1,CBX2,0.23507107021564505
NR0B1,CTNNB1,0.3124047819492911
NR0B1,DHH,0.46860300998232796
NR0B1,DKK1,0.22980987263522284
NR0B1,DMRT1,0.2245039266196244
NR0B1,FGF9,0.41793590733431635
NR0B1,FOXL2,0.26092512995818523
NR0B1,GATA4,0.3422019906191446
NR0B1,NR0B1,0.09999999999991971
NR0B1,NR5A1,0.34264174782238294
NR0B1,PGD2,0.4255122081502578
NR0B1,RSPO1,0.3645803995539735
NR0B1,SOX9,0.2888608358292133
NR0B1,SRY,0.2739431721511129
NR0B1,UGR,0.47019843688013785
NR0B1,WNT4,0.3672170925657026
NR0B1,WT1mKTS,0.28076613656939803
NR0B1,WT1pKTS,0.2716990060002969
NR5A1,AMH,0.2663392523121303
NR5A1,CBX2,0.3902697817316677
NR5A1,CTNNB1,0.33149742180290775
NR5A1,DHH,0.2416221315983872
NR5A1,DKK1,0.23733369935101278
NR5A1,DMRT1,0.2533225999281134
NR5A1,FGF9,0.23924691860597083
NR5A1,FOXL2,0.3382879308180751
NR5A1,GATA4,0.28918298441456947
NR5A1,NR0B1,0.3570826946975769
NR5A1,NR5A1,0.09999999999991971
NR5A1,PGD2,0.27191153888951136
NR5A1,RSPO1,0.4075000044526121
NR5A1,SOX9,0.5212000726955734
NR5A1,SRY,0.29302055858619375
NR5A1,UGR,0.2680799254062231
NR5A1,WNT4,0.36008776309893037
NR5A1,WT1mKTS,0.23487833536416167
NR5A1,WT1pKTS,0.4353023346137916
PGD2,AMH,0.39517617034478625
PGD2,CBX2,0.32150823149356966
PGD2,CTNNB1,0.22751840504325113
PGD2,DHH,0.36689236674997006
PGD2,DKK1,0.28748796363602264
PGD2,DMRT1,0.2853533215649884
PGD2,FGF9,0.3859621753914502
PGD2,FOXL2,0.281776983360411
PGD2,GATA4,0.26496119614151714
PGD2,NR0B1,0.37720259354050106
PGD2,NR5A1,0.3386750806255631
PGD2,PGD2,0.09999999999991971
PGD2,RSPO1,0.24082516149107555
PGD2,SOX9,0.39022584940792016
PGD2,SRY,0.2914090146124326
PGD2,UGR,0.2491321833918087
PGD2,WNT4,0.2844288184226013
PGD2,WT1mKTS,0.3156094386140947
PGD2,WT1pKTS,0.25246586259535686
RSPO1,AMH,0.2958247014479578
RSPO1,CBX2,0.360243786176736
RSPO1,CTNNB1,0.5389993996975296
RSPO1,DHH,0.2944422904354354
RSPO1,DKK1,0.33960838381398123
RSPO1,DMRT1,0.3122802526876921
RSPO1,FGF9,0.29857932098953627
RSPO1,FOXL2,0.45920370744018346
RSPO1,GATA4,0.25266891189068885
RSPO1,NR0B1,0.48491340323196214
RSPO1,NR5A1,0.37744463791602034
RSPO1,PGD2,0.26253285735965465
RSPO1,RSPO1,0.09999999999991971
RSPO1,SOX9,0.5485014251477359
RSPO1,SRY,0.3164511349087719
RSPO1,UGR,0.4047224885778185
RSPO1,WNT4,0.4107238185145302
RSPO1,WT1mKTS,0.2858067355187797
RSPO1,WT1pKTS,0.3173034100578321
SOX9,AMH,0.382730515374057
SOX9,CBX2,0.3021348219588734
SOX9,CTNNB1,0.3550074040931671
SOX9,DHH,0.3630711476839815
SOX9,DKK1,0.4121071493525966
SOX9,DMRT1,0.4429167516310054
SOX9,FGF9,0.38304430937325806
SOX9,FOXL2,0.31425816289173075
SOX9,GATA4,0.29446197203863667
SOX9,NR0B1,0.31073738436049636
SOX9,NR5A1,0.37900424210499567
SOX9,PGD2,0.3666804920668537
SOX9,RSPO1,0.4036274117722453
SOX9,SOX9,0.09999999999991971
SOX9,SRY,0.3360475153526625
SOX9,UGR,0.30435239710311646
SOX9,WNT4,0.34603237368044015
SOX9,WT1mKTS,0.2856350240068843
SOX9,WT1pKTS,0.31377651079991165
SRY,AMH,0.3398795816092523
SRY,CBX2,0.48011483828337775
SRY,CTNNB1,0.3718702512257944
SRY,DHH,0.29032884439184675
SRY,DKK1,0.3724822971091186
SRY,DMRT1,0.3495296712627515
SRY,FGF9,0.30265959985856467
SRY,FOXL2,0.3153160815476198
SRY,GATA4,0.2687161771183717
SRY,NR0B1,0.2658756837516165
SRY,NR5A1,0.4072336635078355
SRY,PGD2,0.28531528532114825
SRY,RSPO1,0.28719801578586995
SRY,SOX9,0.3076978657281083
SRY,SRY,0.09999999999991971
SRY,UGR,0.5022623445273392
SRY,WNT4,0.2907428347745732
SRY,WT1mKTS,0.2892679918635017
SRY,WT1pKTS,0.35984853446695547
UGR,AMH,0.2554657524198466
UGR,CBX2,0.34736877547078737
UGR,CTNNB1,0.28472747210859467
UGR,DHH,0.3253527033860106
UGR,DKK1,0.30468455975078107
UGR,DMRT1,0.39093690875984183
UGR,FGF9,0.2696952053350294
UGR,FOXL2,0.28450961442174405
UGR,GATA4,0.33134698199489043
UGR,NR0B1,0.4170308659109133
UGR,NR5A1,0.28316012220177356
UGR,PGD2,0.2682021438214452
UGR,RSPO1,0.3259761856372632
UGR,SOX9,0.2706468596469476
UGR,SRY,0.36008680516841424
UGR,UGR,0.09999999999991971
UGR,WNT4,0.37881990791267534
UGR,WT1mKTS,0.3337296536326159
UGR,WT1pKTS,0.28463846796260506
WNT4,AMH,0.3174448720545393
WNT4,CBX2,0.3603481926780297
WNT4,CTNNB1,0.5568235272465003
WNT4,DHH,0.324390992361943
WNT4,DKK1,0.33766705813623343
WNT4,DMRT1,0.30727931742820586
WNT4,FGF9,0.32424220828965156
WNT4,FOXL2,0.4597197478105856
WNT4,GATA4,0.4279355140052715
WNT4,NR0B1,0.38173585683423567
WNT4,NR5A1,0.31478757271090463
WNT4,PGD2,0.3225583936023483
WNT4,RSPO1,0.45795014797768385
WNT4,SOX9,0.3541337983391247
WNT4,SRY,0.28112661086681795
WNT4,UGR,0.33973313552023365
WNT4,WNT4,0.09999999999991971
WNT4,WT1mKTS,0.2729210226248729
WNT4,WT1pKTS,0.2888541289549719
WT1mKTS,AMH,0.3044572662941597
WT1mKTS,CBX2,0.30083641644174947
WT1mKTS,CTNNB1,0.24733866240175884
WT1mKTS,DHH,0.38079420741872927
WT1mKTS,DKK1,0.29542090069163923
WT1mKTS,DMRT1,0.3334134411375149
WT1mKTS,FGF9,0.2851895781639511
WT1mKTS,FOXL2,0.2239261519801169
WT1mKTS,GATA4,0.4835511043758244
WT1mKTS,NR0B1,0.24969550039807903
WT1mKTS,NR5A1,0.19759016554083236
WT1mKTS,PGD2,0.27061593086766267
